PurchaseOrderID,SupplierID,SupplierName,ProductID,OrderDate,ExpectedDeliveryDate,Quantity,UnitCost,POStatus
PO202607170000,SUP016,Pioneer Retail Supplies,P0229,2026-07-17,2026-07-27,98,57241.39,Received
PO202607170000,SUP013,North Coast Distribution,P0300,2026-07-17,2026-07-23,26,21608.25,Received
PO202607170000,SUP015,Digital Gate,P0189,2026-07-17,2026-08-04,30,744.66,Approved
PO202607170001,SUP016,Pioneer Retail Supplies,P0185,2026-07-17,2026-07-28,110,3734.37,Approved
PO202607170001,SUP016,Pioneer Retail Supplies,P0054,2026-07-17,2026-07-20,108,16489.71,Partial
PO202607170001,SUP018,United Consumer Tech,P0151,2026-07-17,2026-07-25,23,4272.85,Open
PO202607170002,SUP007,HomeTech Distributors,P0283,2026-07-17,2026-07-19,63,391.12,Open
PO202607170002,SUP007,HomeTech Distributors,P0163,2026-07-17,2026-07-22,68,721.11,Approved
PO202607170002,SUP009,Arabian Electronics,P0141,2026-07-17,2026-08-05,40,3233.34,Received
PO202607170003,SUP004,Cairo Digital Trading,P0190,2026-07-17,2026-07-24,63,19630.83,Partial
PO202607170003,SUP002,Delta Electronics Supply,P0293,2026-07-17,2026-07-30,47,22787.07,Received
PO202607170003,SUP017,ElectroHub Egypt,P0249,2026-07-17,2026-07-25,87,47890.76,Partial
PO202607170004,SUP003,Nile Retail Supply,P0184,2026-07-17,2026-08-05,24,5949.89,Received
PO202607170004,SUP009,Arabian Electronics,P0129,2026-07-17,2026-07-23,53,14535.08,Received
PO202607170004,SUP017,ElectroHub Egypt,P0274,2026-07-17,2026-08-03,30,16878.80,Open
PO202607170005,SUP014,MegaHome Supply,P0006,2026-07-17,2026-07-30,38,6628.52,Received
PO202607170005,SUP006,Smart Devices MENA,P0205,2026-07-17,2026-07-22,20,54770.92,Open
PO202607170005,SUP015,Digital Gate,P0283,2026-07-17,2026-07-29,10,348.97,Received
PO202607170006,SUP002,Delta Electronics Supply,P0157,2026-07-17,2026-07-19,97,12670.81,Received
PO202607170006,SUP014,MegaHome Supply,P0233,2026-07-17,2026-07-31,118,4283.42,Approved
PO202607170006,SUP018,United Consumer Tech,P0018,2026-07-17,2026-07-25,10,4522.93,Approved
PO202607170007,SUP006,Smart Devices MENA,P0005,2026-07-17,2026-07-22,60,35802.62,Open
PO202607170007,SUP015,Digital Gate,P0013,2026-07-17,2026-07-21,38,48341.74,Open
PO202607170007,SUP016,Pioneer Retail Supplies,P0196,2026-07-17,2026-07-23,12,1936.89,Partial
