PurchaseOrderID,SupplierID,SupplierName,ProductID,OrderDate,ExpectedDeliveryDate,Quantity,UnitCost,POStatus
PO202607270000,SUP014,MegaHome Supply,P0138,2026-07-27,2026-08-12,33,1078.70,Received
PO202607270000,SUP004,Cairo Digital Trading,P0097,2026-07-27,2026-08-13,114,27851.47,Received
PO202607270000,SUP014,MegaHome Supply,P0178,2026-07-27,2026-08-09,81,32935.44,Received
PO202607270001,SUP012,Canal Trading Co.,P0105,2026-07-27,2026-08-09,78,37841.67,Received
PO202607270001,SUP011,Global Accessories Egypt,P0309,2026-07-27,2026-08-16,85,4358.00,Partial
PO202607270001,SUP014,MegaHome Supply,P0004,2026-07-27,2026-08-12,5,12375.65,Received
PO202607270002,SUP017,ElectroHub Egypt,P0195,2026-07-27,2026-08-14,91,5079.21,Received
PO202607270002,SUP016,Pioneer Retail Supplies,P0270,2026-07-27,2026-08-11,10,30749.49,Received
PO202607270002,SUP001,Tech Distribution Egypt,P0250,2026-07-27,2026-08-16,41,37239.17,Received
PO202607270003,SUP007,HomeTech Distributors,P0232,2026-07-27,2026-08-12,56,4249.67,Open
PO202607270003,SUP013,North Coast Distribution,P0063,2026-07-27,2026-08-01,41,24850.65,Received
PO202607270003,SUP008,Future Appliances,P0121,2026-07-27,2026-07-29,22,41244.75,Received
PO202607270004,SUP001,Tech Distribution Egypt,P0071,2026-07-27,2026-08-01,41,3690.54,Partial
PO202607270004,SUP004,Cairo Digital Trading,P0286,2026-07-27,2026-08-08,32,12333.20,Approved
PO202607270004,SUP010,Prime IT Supply,P0207,2026-07-27,2026-08-10,114,40828.45,Received
PO202607270005,SUP009,Arabian Electronics,P0121,2026-07-27,2026-08-12,115,43120.41,Received
PO202607270005,SUP005,Alex Import & Trade,P0199,2026-07-27,2026-07-30,5,13394.51,Received
PO202607270005,SUP011,Global Accessories Egypt,P0120,2026-07-27,2026-08-02,32,2861.12,Open
PO202607270006,SUP016,Pioneer Retail Supplies,P0118,2026-07-27,2026-08-07,74,5507.25,Received
PO202607270006,SUP001,Tech Distribution Egypt,P9999,2026-07-27,2026-08-15,98,10299.00,Open
PO202607270006,SUP013,North Coast Distribution,P0043,2026-07-27,2026-08-12,31,1273.69,Approved
PO202607270007,SUP004,Cairo Digital Trading,P0302,2026-07-27,2026-08-02,49,34500.87,Received
PO202607270007,SUP006,Smart Devices MENA,P0011,2026-07-27,2026-08-08,45,23436.34,Partial
PO202607270007,SUP002,Delta Electronics Supply,P0163,2026-07-27,2026-07-29,47,825.93,Received
PO202607270008,SUP012,Canal Trading Co.,P0278,2026-07-27,2026-08-06,6,5260.77,Approved
PO202607270008,SUP002,Delta Electronics Supply,P0075,2026-07-27,2026-08-12,79,6838.90,Approved
PO202607270008,SUP016,Pioneer Retail Supplies,P0168,2026-07-27,2026-08-08,55,2809.21,Received
PO202607270009,SUP012,Canal Trading Co.,P0283,2026-07-27,2026-08-03,89,402.12,Received
PO202607270009,SUP015,Digital Gate,P0064,2026-07-27,2026-08-12,56,2412.25,Received
PO202607270009,SUP001,Tech Distribution Egypt,P0042,2026-07-27,2026-08-05,80,4411.16,Approved
PO202607270010,SUP007,HomeTech Distributors,P0036,2026-07-27,2026-08-12,83,18304.16,Received
PO202607270010,SUP013,North Coast Distribution,P0077,2026-07-27,2026-08-08,73,51221.34,Open
PO202607270010,SUP009,Arabian Electronics,P0064,2026-07-27,2026-07-29,72,2906.08,Partial
PO202607270011,SUP006,Smart Devices MENA,P0247,2026-07-27,2026-08-04,23,8267.58,Received
PO202607270011,SUP017,ElectroHub Egypt,P0189,2026-07-27,2026-08-08,102,653.17,Open
PO202607270011,SUP005,Alex Import & Trade,P0103,2026-07-27,2026-08-09,13,2843.87,Received
PO202607270012,SUP002,Delta Electronics Supply,P0084,2026-07-27,2026-08-12,37,25832.01,Received
PO202607270012,SUP015,Digital Gate,P0160,2026-07-27,2026-08-01,82,2643.02,Received
PO202607270012,SUP013,North Coast Distribution,P0034,2026-07-27,2026-08-10,14,23698.12,Open
PO202607270013,SUP011,Global Accessories Egypt,P0167,2026-07-27,2026-08-16,65,10652.79,Received
PO202607270013,SUP011,Global Accessories Egypt,P0016,2026-07-27,2026-07-30,104,6446.01,Received
PO202607270013,SUP017,ElectroHub Egypt,P0113,2026-07-27,2026-08-02,8,3855.80,Received
PO202607270014,SUP007,HomeTech Distributors,P0180,2026-07-27,2026-07-31,102,6650.76,Approved
PO202607270014,SUP001,Tech Distribution Egypt,P0186,2026-07-27,2026-08-16,48,9967.21,Received
PO202607270014,SUP002,Delta Electronics Supply,P0302,2026-07-27,2026-08-10,84,36179.04,Received
PO202607270015,SUP004,Cairo Digital Trading,P0217,2026-07-27,2026-08-13,101,36467.06,Approved
PO202607270015,SUP017,ElectroHub Egypt,P0141,2026-07-27,2026-07-29,57,3549.61,Open
PO202607270015,SUP009,Arabian Electronics,P0260,2026-07-27,2026-07-30,106,3296.02,Received
PO202607270016,SUP018,United Consumer Tech,P0307,2026-07-27,2026-08-05,56,3582.23,Received
PO202607270016,SUP001,Tech Distribution Egypt,P0311,2026-07-27,2026-08-08,78,13704.26,Received
PO202607270016,SUP003,Nile Retail Supply,P0070,2026-07-27,2026-08-16,55,7757.09,Received
PO202607270017,SUP005,Alex Import & Trade,P0311,2026-07-27,2026-08-16,99,15040.55,Open
PO202607270017,SUP008,Future Appliances,P0104,2026-07-27,2026-08-02,71,1806.44,Open
PO202607270017,SUP003,Nile Retail Supply,P0005,2026-07-27,2026-08-14,92,39998.62,Partial
PO202607270018,SUP007,HomeTech Distributors,P0301,2026-07-27,2026-07-29,12,62574.53,Received
PO202607270018,SUP003,Nile Retail Supply,P0308,2026-07-27,2026-08-03,30,938.73,Received
PO202607270018,SUP008,Future Appliances,P0071,2026-07-27,2026-08-15,47,4201.39,Approved
PO202607270019,SUP003,Nile Retail Supply,P0244,2026-07-27,2026-07-29,72,3195.39,Received
PO202607270019,SUP004,Cairo Digital Trading,P0152,2026-07-27,2026-08-14,28,837.19,Partial
PO202607270019,SUP016,Pioneer Retail Supplies,P0263,2026-07-27,2026-08-14,108,5243.18,Received
PO202607270020,SUP006,Smart Devices MENA,P0276,2026-07-27,2026-08-05,90,27402.54,Approved
PO202607270020,SUP013,North Coast Distribution,P0058,2026-07-27,2026-08-16,118,11886.89,Received
PO202607270020,SUP015,Digital Gate,P0188,2026-07-27,2026-08-05,57,4088.64,Partial
PO202607270021,SUP009,Arabian Electronics,P0121,2026-07-27,2026-08-01,86,38324.44,Approved
PO202607270021,SUP001,Tech Distribution Egypt,P0305,2026-07-27,2026-08-12,41,3120.18,Open
PO202607270021,SUP007,HomeTech Distributors,P0128,2026-07-27,2026-08-16,24,2167.16,Received
PO202607270022,SUP001,Tech Distribution Egypt,P0168,2026-07-27,2026-08-05,11,2827.77,Received
PO202607270022,SUP002,Delta Electronics Supply,P0320,2026-07-27,2026-08-05,37,2099.10,Open
PO202607270022,SUP002,Delta Electronics Supply,P0049,2026-07-27,2026-08-12,70,19177.83,Received
PO202607270023,SUP017,ElectroHub Egypt,P0235,2026-07-27,2026-08-15,80,2121.42,Approved
PO202607270023,SUP002,Delta Electronics Supply,P0316,2026-07-27,2026-08-03,103,8664.63,Open
PO202607270023,SUP018,United Consumer Tech,P0216,2026-07-27,2026-08-12,26,1935.74,Received
PO202607270024,SUP011,Global Accessories Egypt,P0043,2026-07-27,2026-08-14,95,1132.52,Approved
PO202607270024,SUP015,Digital Gate,P0257,2026-07-27,2026-08-03,55,1025.69,Partial
