PurchaseOrderID,SupplierID,SupplierName,ProductID,OrderDate,ExpectedDeliveryDate,Quantity,UnitCost,POStatus
PO202607100000,SUP011,Global Accessories Egypt,P0059,2026-07-10,2026-07-21,20,29209.19,Received
PO202607100000,SUP010,Prime IT Supply,P0138,2026-07-10,2026-07-23,118,1059.82,Approved
PO202607100000,SUP002,Delta Electronics Supply,P0177,2026-07-10,2026-07-17,53,54890.61,Received
PO202607100001,SUP006,Smart Devices MENA,P0248,2026-07-10,2026-07-14,103,2376.07,Received
PO202607100001,SUP002,Delta Electronics Supply,P0129,2026-07-10,2026-07-22,11,15153.89,Received
PO202607100001,SUP002,Delta Electronics Supply,P0208,2026-07-10,2026-07-20,40,4636.72,Received
PO202607100002,SUP008,Future Appliances,P0092,2026-07-10,2026-07-20,88,1369.78,Approved
PO202607100002,SUP007,HomeTech Distributors,P0100,2026-07-10,2026-07-18,47,9746.63,Received
PO202607100002,SUP010,Prime IT Supply,P0168,2026-07-10,2026-07-26,105,2877.18,Received
PO202607100003,SUP003,Nile Retail Supply,P0180,2026-07-10,2026-07-12,86,6166.39,Received
PO202607100003,SUP004,Cairo Digital Trading,P0316,2026-07-10,2026-07-26,5,8530.96,Received
PO202607100003,SUP012,Canal Trading Co.,P0230,2026-07-10,2026-07-21,94,9694.39,Received
PO202607100004,SUP016,Pioneer Retail Supplies,P0312,2026-07-10,2026-07-23,94,625.75,Received
PO202607100004,SUP012,Canal Trading Co.,P0153,2026-07-10,2026-07-27,82,28659.39,Received
PO202607100004,SUP005,Alex Import & Trade,P0222,2026-07-10,2026-07-22,85,28120.56,Received
PO202607100005,SUP002,Delta Electronics Supply,P0103,2026-07-10,2026-07-26,66,2525.06,Partial
PO202607100005,SUP016,Pioneer Retail Supplies,P0032,2026-07-10,2026-07-14,85,709.41,Open
PO202607100005,SUP006,Smart Devices MENA,P0184,2026-07-10,2026-07-13,30,6067.61,Received
PO202607100006,SUP012,Canal Trading Co.,P0100,2026-07-10,2026-07-18,45,10700.16,Received
PO202607100006,SUP014,MegaHome Supply,P0160,2026-07-10,2026-07-25,90,2721.25,Received
PO202607100006,SUP012,Canal Trading Co.,P0013,2026-07-10,2026-07-26,44,53760.96,Received
PO202607100007,SUP018,United Consumer Tech,P0013,2026-07-10,2026-07-25,101,54028.03,Approved
PO202607100007,SUP001,Tech Distribution Egypt,P0051,2026-07-10,2026-07-25,112,1493.87,Approved
PO202607100007,SUP015,Digital Gate,P0055,2026-07-10,2026-07-12,82,11676.60,Received
PO202607100008,SUP009,Arabian Electronics,P0075,2026-07-10,2026-07-28,107,7013.98,Received
PO202607100008,SUP016,Pioneer Retail Supplies,P0149,2026-07-10,2026-07-13,6,50515.43,Approved
PO202607100008,SUP014,MegaHome Supply,P0300,2026-07-10,2026-07-18,76,23260.63,Received
PO202607100009,SUP010,Prime IT Supply,P0087,2026-07-10,2026-07-30,66,39443.10,Received
PO202607100009,SUP018,United Consumer Tech,P0189,2026-07-10,2026-07-19,45,758.12,Received
PO202607100009,SUP016,Pioneer Retail Supplies,P0051,2026-07-10,2026-07-23,24,1715.43,Received
PO202607100010,SUP018,United Consumer Tech,P0128,2026-07-10,2026-07-28,88,2299.11,Approved
PO202607100010,SUP006,Smart Devices MENA,P0243,2026-07-10,2026-07-26,29,6409.71,Approved
PO202607100010,SUP001,Tech Distribution Egypt,P0133,2026-07-10,2026-07-27,74,41071.09,Received
PO202607100011,SUP015,Digital Gate,P0225,2026-07-10,2026-07-14,31,41300.13,Open
PO202607100011,SUP017,ElectroHub Egypt,P0232,2026-07-10,2026-07-18,74,4579.01,Received
PO202607100011,SUP010,Prime IT Supply,P0306,2026-07-10,2026-07-16,28,4790.10,Open
PO202607100012,SUP009,Arabian Electronics,P0288,2026-07-10,2026-07-29,74,1929.08,Partial
PO202607100012,SUP013,North Coast Distribution,P0307,2026-07-10,2026-07-27,83,3180.45,Approved
PO202607100012,SUP007,HomeTech Distributors,P0242,2026-07-10,2026-07-14,107,10421.55,Approved
