PurchaseOrderID,SupplierID,SupplierName,ProductID,OrderDate,ExpectedDeliveryDate,Quantity,UnitCost,POStatus
PO202607140000,SUP007,HomeTech Distributors,P0030,2026-07-14,2026-07-20,8,16821.10,Received
PO202607140000,SUP004,Cairo Digital Trading,P0243,2026-07-14,2026-07-22,23,7013.55,Approved
PO202607140000,SUP004,Cairo Digital Trading,P0077,2026-07-14,2026-07-16,43,49976.23,Received
PO202607140001,SUP008,Future Appliances,P0156,2026-07-14,2026-07-21,29,29356.22,Partial
PO202607140001,SUP005,Alex Import & Trade,P0063,2026-07-14,2026-07-27,29,22387.84,Approved
PO202607140001,SUP015,Digital Gate,P0317,2026-07-14,2026-07-23,34,46486.60,Approved
PO202607140002,SUP015,Digital Gate,P0160,2026-07-14,2026-07-31,95,2546.56,Received
PO202607140002,SUP004,Cairo Digital Trading,P0041,2026-07-14,2026-07-19,30,2405.79,Open
PO202607140002,SUP016,Pioneer Retail Supplies,P0038,2026-07-14,2026-08-02,57,8005.68,Received
PO202607140003,SUP012,Canal Trading Co.,P0055,2026-07-14,2026-07-29,109,12851.41,Received
PO202607140003,SUP005,Alex Import & Trade,P0202,2026-07-14,2026-07-28,115,11339.70,Received
PO202607140003,SUP009,Arabian Electronics,P0229,2026-07-14,2026-07-19,24,60970.21,Received
PO202607140004,SUP006,Smart Devices MENA,P0221,2026-07-14,2026-07-30,94,44170.59,Received
PO202607140004,SUP014,MegaHome Supply,P0032,2026-07-14,2026-07-20,85,690.07,Approved
PO202607140004,SUP010,Prime IT Supply,P0204,2026-07-14,2026-07-25,25,25519.07,Approved
PO202607140005,SUP018,United Consumer Tech,P0124,2026-07-14,2026-07-17,109,700.27,Open
PO202607140005,SUP006,Smart Devices MENA,P0155,2026-07-14,2026-07-22,61,23058.08,Received
PO202607140005,SUP007,HomeTech Distributors,P0267,2026-07-14,2026-07-25,65,2897.40,Open
PO202607140006,SUP011,Global Accessories Egypt,P0239,2026-07-14,2026-07-27,78,18688.87,Partial
PO202607140006,SUP014,MegaHome Supply,P0176,2026-07-14,2026-07-17,99,1160.05,Approved
PO202607140006,SUP006,Smart Devices MENA,P0091,2026-07-14,2026-08-03,5,2525.60,Received
PO202607140007,SUP014,MegaHome Supply,P0105,2026-07-14,2026-07-22,12,44781.78,Received
PO202607140007,SUP002,Delta Electronics Supply,P0050,2026-07-14,2026-07-31,114,12886.57,Open
PO202607140007,SUP013,North Coast Distribution,P0017,2026-07-14,2026-07-28,24,908.18,Received
PO202607140008,SUP003,Nile Retail Supply,P0055,2026-07-14,2026-07-29,86,12660.16,Received
PO202607140008,SUP003,Nile Retail Supply,P0303,2026-07-14,2026-07-16,94,10853.64,Received
PO202607140008,SUP001,Tech Distribution Egypt,P0114,2026-07-14,2026-08-01,73,4934.95,Received
PO202607140009,SUP016,Pioneer Retail Supplies,P0097,2026-07-14,2026-07-19,40,24464.35,Approved
PO202607140009,SUP018,United Consumer Tech,P0285,2026-07-14,2026-07-16,30,1670.88,Partial
PO202607140009,SUP002,Delta Electronics Supply,P0282,2026-07-14,2026-07-24,76,2935.34,Open
PO202607140010,SUP001,Tech Distribution Egypt,P0072,2026-07-14,2026-08-01,27,3680.35,Partial
PO202607140010,SUP008,Future Appliances,P0238,2026-07-14,2026-07-31,87,11400.23,Open
PO202607140010,SUP001,Tech Distribution Egypt,P0019,2026-07-14,2026-08-01,25,3382.11,Partial
PO202607140011,SUP009,Arabian Electronics,P0151,2026-07-14,2026-08-02,60,4036.31,Approved
PO202607140011,SUP013,North Coast Distribution,P0124,2026-07-14,2026-07-27,66,659.34,Approved
PO202607140011,SUP012,Canal Trading Co.,P0023,2026-07-14,2026-07-27,25,12610.92,Received
PO202607140012,SUP001,Tech Distribution Egypt,P0314,2026-07-14,2026-07-30,74,10038.28,Partial
PO202607140012,SUP007,HomeTech Distributors,P0110,2026-07-14,2026-07-24,75,36124.17,Received
PO202607140012,SUP018,United Consumer Tech,P0002,2026-07-14,2026-08-01,106,11250.35,Received
