PurchaseOrderID,SupplierID,SupplierName,ProductID,OrderDate,ExpectedDeliveryDate,Quantity,UnitCost,POStatus
PO202607130000,SUP017,ElectroHub Egypt,P0041,2026-07-13,2026-07-31,53,2425.10,Received
PO202607130000,SUP007,HomeTech Distributors,P0154,2026-07-13,2026-07-26,29,16704.29,Approved
PO202607130000,SUP016,Pioneer Retail Supplies,P0260,2026-07-13,2026-08-02,19,3003.01,Received
PO202607130001,SUP002,Delta Electronics Supply,P0154,2026-07-13,2026-08-02,81,17584.71,Approved
PO202607130001,SUP017,ElectroHub Egypt,P0185,2026-07-13,2026-07-31,39,3796.74,Open
PO202607130001,SUP013,North Coast Distribution,P0191,2026-07-13,2026-07-24,27,16595.57,Received
PO202607130002,SUP017,ElectroHub Egypt,P0249,2026-07-13,2026-07-31,76,49705.35,Approved
PO202607130002,SUP013,North Coast Distribution,P0110,2026-07-13,2026-07-27,110,31969.46,Received
PO202607130002,SUP015,Digital Gate,P0295,2026-07-13,2026-07-26,106,15193.15,Approved
PO202607130003,SUP002,Delta Electronics Supply,P0074,2026-07-13,2026-07-21,40,15484.86,Received
PO202607130003,SUP012,Canal Trading Co.,P0085,2026-07-13,2026-07-20,56,54140.15,Approved
PO202607130003,SUP014,MegaHome Supply,P0265,2026-07-13,2026-07-20,61,59160.03,Received
PO202607130004,SUP012,Canal Trading Co.,P0117,2026-07-13,2026-08-02,51,1658.95,Received
PO202607130004,SUP005,Alex Import & Trade,P0308,2026-07-13,2026-07-16,68,950.76,Received
PO202607130004,SUP011,Global Accessories Egypt,P0030,2026-07-13,2026-07-25,36,15442.63,Approved
PO202607130005,SUP002,Delta Electronics Supply,P0234,2026-07-13,2026-07-19,33,7881.14,Approved
PO202607130005,SUP001,Tech Distribution Egypt,P0111,2026-07-13,2026-07-24,30,23839.69,Open
PO202607130005,SUP006,Smart Devices MENA,P0217,2026-07-13,2026-07-29,77,30947.87,Partial
PO202607130006,SUP008,Future Appliances,P0072,2026-07-13,2026-07-16,35,3261.19,Open
PO202607130006,SUP002,Delta Electronics Supply,P0015,2026-07-13,2026-07-17,80,36748.64,Open
PO202607130006,SUP007,HomeTech Distributors,P0048,2026-07-13,2026-07-28,53,3217.57,Received
PO202607130007,SUP010,Prime IT Supply,P0181,2026-07-13,2026-07-21,111,25784.90,Approved
PO202607130007,SUP018,United Consumer Tech,P0039,2026-07-13,2026-08-02,61,58228.51,Open
PO202607130007,SUP009,Arabian Electronics,P0210,2026-07-13,2026-07-21,30,6686.90,Received
PO202607130008,SUP001,Tech Distribution Egypt,P0250,2026-07-13,2026-07-29,96,33113.23,Received
PO202607130008,SUP017,ElectroHub Egypt,P0119,2026-07-13,2026-07-25,94,2150.71,Received
PO202607130008,SUP016,Pioneer Retail Supplies,P0225,2026-07-13,2026-07-15,37,39527.61,Approved
PO202607130009,SUP004,Cairo Digital Trading,P0220,2026-07-13,2026-07-29,82,11396.91,Partial
PO202607130009,SUP008,Future Appliances,P0307,2026-07-13,2026-07-23,73,3387.04,Partial
PO202607130009,SUP003,Nile Retail Supply,P0078,2026-07-13,2026-07-16,24,23370.07,Open
