PurchaseOrderID,SupplierID,SupplierName,ProductID,OrderDate,ExpectedDeliveryDate,Quantity,UnitCost,POStatus
PO202607090000,SUP004,Cairo Digital Trading,P0177,2026-07-09,2026-07-23,42,65654.13,Open
PO202607090000,SUP015,Digital Gate,P0244,2026-07-09,2026-07-22,27,3471.64,Received
PO202607090000,SUP006,Smart Devices MENA,P0064,2026-07-09,2026-07-12,46,2521.27,Received
PO202607090001,SUP017,ElectroHub Egypt,P0170,2026-07-09,2026-07-27,66,13734.13,Open
PO202607090001,SUP015,Digital Gate,P0060,2026-07-09,2026-07-23,58,15804.95,Open
PO202607090001,SUP002,Delta Electronics Supply,P0190,2026-07-09,2026-07-25,49,16688.08,Received
PO202607090002,SUP003,Nile Retail Supply,P0074,2026-07-09,2026-07-20,105,14726.20,Received
PO202607090002,SUP005,Alex Import & Trade,P0219,2026-07-09,2026-07-28,112,7813.51,Open
PO202607090002,SUP010,Prime IT Supply,P0022,2026-07-09,2026-07-20,101,3898.06,Received
PO202607090003,SUP004,Cairo Digital Trading,P0196,2026-07-09,2026-07-13,56,1902.14,Approved
PO202607090003,SUP018,United Consumer Tech,P0311,2026-07-09,2026-07-13,79,13443.73,Received
PO202607090003,SUP016,Pioneer Retail Supplies,P0223,2026-07-09,2026-07-13,69,5962.94,Open
PO202607090004,SUP016,Pioneer Retail Supplies,P0088,2026-07-09,2026-07-20,67,1597.95,Partial
PO202607090004,SUP002,Delta Electronics Supply,P0154,2026-07-09,2026-07-21,32,17423.34,Received
PO202607090004,SUP003,Nile Retail Supply,P0278,2026-07-09,2026-07-29,15,5167.39,Received
PO202607090005,SUP006,Smart Devices MENA,P0289,2026-07-09,2026-07-22,95,25008.30,Received
PO202607090005,SUP004,Cairo Digital Trading,P0057,2026-07-09,2026-07-22,39,15183.42,Received
PO202607090005,SUP010,Prime IT Supply,P0195,2026-07-09,2026-07-22,117,4999.53,Approved
PO202607090006,SUP006,Smart Devices MENA,P0068,2026-07-09,2026-07-28,90,3020.96,Partial
