PurchaseOrderID,SupplierID,SupplierName,ProductID,OrderDate,ExpectedDeliveryDate,Quantity,UnitCost,POStatus
PO202607190000,SUP012,Canal Trading Co.,P0014,2026-07-19,2026-08-08,74,20864.60,Open
PO202607190000,SUP017,ElectroHub Egypt,P0270,2026-07-19,2026-07-24,36,25484.67,Received
PO202607190000,SUP018,United Consumer Tech,P0019,2026-07-19,2026-08-03,107,3560.52,Approved
PO202607190001,SUP005,Alex Import & Trade,P0095,2026-07-19,2026-07-22,21,18667.82,Received
PO202607190001,SUP009,Arabian Electronics,P0261,2026-07-19,2026-08-05,78,3496.40,Received
PO202607190001,SUP002,Delta Electronics Supply,P0223,2026-07-19,2026-08-08,90,6730.83,Open
PO202607190002,SUP013,North Coast Distribution,P0047,2026-07-19,2026-08-04,17,9117.10,Received
PO202607190002,SUP005,Alex Import & Trade,P0075,2026-07-19,2026-07-26,9,7105.28,Received
PO202607190002,SUP011,Global Accessories Egypt,P0050,2026-07-19,2026-08-05,34,12198.47,Approved
PO202607190003,SUP013,North Coast Distribution,P0265,2026-07-19,2026-08-07,90,62177.20,Received
PO202607190003,SUP012,Canal Trading Co.,P0157,2026-07-19,2026-07-28,71,12884.56,Open
PO202607190003,SUP013,North Coast Distribution,P0060,2026-07-19,2026-07-23,38,15637.23,Received
PO202607190004,SUP010,Prime IT Supply,P0258,2026-07-19,2026-08-03,80,8668.72,Approved
PO202607190004,SUP016,Pioneer Retail Supplies,P0078,2026-07-19,2026-07-26,94,23171.94,Received
PO202607190004,SUP017,ElectroHub Egypt,P0227,2026-07-19,2026-08-05,75,15555.90,Open
PO202607190005,SUP001,Tech Distribution Egypt,P0310,2026-07-19,2026-08-04,112,8919.53,Approved
PO202607190005,SUP005,Alex Import & Trade,P0286,2026-07-19,2026-07-26,13,12122.21,Partial
PO202607190005,SUP018,United Consumer Tech,P0140,2026-07-19,2026-07-24,55,3000.02,Approved
PO202607190006,SUP004,Cairo Digital Trading,P0028,2026-07-19,2026-07-21,37,10775.08,Received
PO202607190006,SUP009,Arabian Electronics,P0039,2026-07-19,2026-08-06,113,64026.13,Open
PO202607190006,SUP009,Arabian Electronics,P0057,2026-07-19,2026-07-31,105,14073.25,Received
PO202607190007,SUP011,Global Accessories Egypt,P0154,2026-07-19,2026-07-22,79,14711.81,Approved
PO202607190007,SUP017,ElectroHub Egypt,P0086,2026-07-19,2026-07-29,33,17881.51,Received
PO202607190007,SUP014,MegaHome Supply,P0150,2026-07-19,2026-07-22,77,29059.90,Approved
PO202607190008,SUP012,Canal Trading Co.,P0037,2026-07-19,2026-08-01,44,34531.55,Open
PO202607190008,SUP002,Delta Electronics Supply,P0119,2026-07-19,2026-07-31,54,2422.69,Received
PO202607190008,SUP007,HomeTech Distributors,P0317,2026-07-19,2026-07-27,41,50799.14,Received
PO202607190009,SUP015,Digital Gate,P0168,2026-07-19,2026-07-27,62,3023.05,Received
PO202607190009,SUP014,MegaHome Supply,P0159,2026-07-19,2026-07-30,64,49430.62,Received
PO202607190009,SUP018,United Consumer Tech,P0029,2026-07-19,2026-08-01,99,8520.70,Received
PO202607190010,SUP014,MegaHome Supply,P0133,2026-07-19,2026-07-21,91,38648.13,Approved
PO202607190010,SUP006,Smart Devices MENA,P0211,2026-07-19,2026-07-26,17,3196.51,Approved
PO202607190010,SUP006,Smart Devices MENA,P0098,2026-07-19,2026-08-06,39,20845.14,Received
PO202607190011,SUP002,Delta Electronics Supply,P0229,2026-07-19,2026-08-06,85,55780.33,Received
PO202607190011,SUP017,ElectroHub Egypt,P0180,2026-07-19,2026-08-02,112,6205.78,Approved
PO202607190011,SUP012,Canal Trading Co.,P0079,2026-07-19,2026-07-26,115,10921.77,Open
PO202607190012,SUP010,Prime IT Supply,P0298,2026-07-19,2026-08-08,27,11571.72,Received
PO202607190012,SUP013,North Coast Distribution,P0122,2026-07-19,2026-07-26,43,8233.10,Received
PO202607190012,SUP018,United Consumer Tech,P0256,2026-07-19,2026-08-05,103,3567.78,Approved
PO202607190013,SUP005,Alex Import & Trade,P0126,2026-07-19,2026-08-05,96,26076.42,Received
PO202607190013,SUP008,Future Appliances,P0264,2026-07-19,2026-08-01,70,886.76,Approved
PO202607190013,SUP013,North Coast Distribution,P0257,2026-07-19,2026-08-05,50,1125.92,Received
PO202607190014,SUP012,Canal Trading Co.,P0200,2026-07-19,2026-08-02,60,619.29,Approved
PO202607190014,SUP005,Alex Import & Trade,P0122,2026-07-19,2026-08-07,109,8494.97,Received
PO202607190014,SUP012,Canal Trading Co.,P0243,2026-07-19,2026-07-21,47,7119.93,Received
PO202607190015,SUP001,Tech Distribution Egypt,P0195,2026-07-19,2026-07-26,93,5608.66,Approved
PO202607190015,SUP004,Cairo Digital Trading,P0183,2026-07-19,2026-07-26,95,11821.49,Open
PO202607190015,SUP017,ElectroHub Egypt,P0159,2026-07-19,2026-07-24,70,54260.93,Open
PO202607190016,SUP007,HomeTech Distributors,P0058,2026-07-19,2026-08-05,20,12138.40,Received
PO202607190016,SUP003,Nile Retail Supply,P0144,2026-07-19,2026-07-23,52,2114.40,Received
PO202607190016,SUP013,North Coast Distribution,P0009,2026-07-19,2026-07-27,111,49625.60,Received
PO202607190017,SUP013,North Coast Distribution,P0306,2026-07-19,2026-08-07,12,4576.35,Received
PO202607190017,SUP010,Prime IT Supply,P0172,2026-07-19,2026-07-22,14,13347.26,Open
PO202607190017,SUP006,Smart Devices MENA,P0205,2026-07-19,2026-07-22,91,45763.70,Received
PO202607190018,SUP006,Smart Devices MENA,P0193,2026-07-19,2026-08-01,73,26486.23,Approved
PO202607190018,SUP016,Pioneer Retail Supplies,P0142,2026-07-19,2026-07-28,115,12574.85,Approved
PO202607190018,SUP015,Digital Gate,P0314,2026-07-19,2026-07-31,25,9826.49,Approved
PO202607190019,SUP010,Prime IT Supply,P0313,2026-07-19,2026-07-23,103,44745.26,Approved
PO202607190019,SUP004,Cairo Digital Trading,P0138,2026-07-19,2026-08-07,108,939.56,Partial
PO202607190019,SUP005,Alex Import & Trade,P0006,2026-07-19,2026-07-28,26,7177.73,Partial
PO202607190020,SUP002,Delta Electronics Supply,P0312,2026-07-19,2026-08-05,28,743.94,Received
PO202607190020,SUP001,Tech Distribution Egypt,P0136,2026-07-19,2026-08-06,27,6403.26,Received
PO202607190020,SUP015,Digital Gate,P0047,2026-07-19,2026-08-02,60,8328.56,Received
PO202607190021,SUP010,Prime IT Supply,P0098,2026-07-19,2026-07-30,42,21056.71,Received
PO202607190021,SUP018,United Consumer Tech,P0301,2026-07-19,2026-07-26,47,56104.09,Received
PO202607190021,SUP017,ElectroHub Egypt,P0250,2026-07-19,2026-07-25,15,33139.17,Received
PO202607190022,SUP014,MegaHome Supply,P0079,2026-07-19,2026-07-24,110,10838.96,Received
PO202607190022,SUP015,Digital Gate,P0225,2026-07-19,2026-08-02,98,39157.63,Received
PO202607190022,SUP004,Cairo Digital Trading,P0077,2026-07-19,2026-08-08,105,55484.59,Open
PO202607190023,SUP007,HomeTech Distributors,P0312,2026-07-19,2026-07-26,111,718.05,Received
PO202607190023,SUP014,MegaHome Supply,P0197,2026-07-19,2026-07-29,70,11903.22,Approved
PO202607190023,SUP012,Canal Trading Co.,P0080,2026-07-19,2026-07-30,90,1318.36,Received
PO202607190024,SUP007,HomeTech Distributors,P0230,2026-07-19,2026-07-27,50,8387.97,Received
PO202607190024,SUP006,Smart Devices MENA,P0100,2026-07-19,2026-08-07,32,10904.05,Received
PO202607190024,SUP003,Nile Retail Supply,P0042,2026-07-19,2026-07-29,66,5287.68,Received
PO202607190025,SUP009,Arabian Electronics,P0043,2026-07-19,2026-07-31,7,1284.70,Received
PO202607190025,SUP008,Future Appliances,P0127,2026-07-19,2026-07-31,108,16445.34,Received
PO202607190025,SUP012,Canal Trading Co.,P0113,2026-07-19,2026-07-24,75,3919.96,Received
PO202607190026,SUP006,Smart Devices MENA,P0148,2026-07-19,2026-07-28,59,13608.39,Open
PO202607190026,SUP016,Pioneer Retail Supplies,P0299,2026-07-19,2026-08-07,37,41084.12,Received
PO202607190026,SUP011,Global Accessories Egypt,P0108,2026-07-19,2026-07-22,37,9045.75,Approved
PO202607190027,SUP017,ElectroHub Egypt,P0278,2026-07-19,2026-07-29,32,5364.89,Approved
PO202607190027,SUP015,Digital Gate,P0030,2026-07-19,2026-07-25,49,16046.81,Approved
PO202607190027,SUP008,Future Appliances,P0093,2026-07-19,2026-07-25,83,4712.76,Approved
PO202607190028,SUP012,Canal Trading Co.,P0033,2026-07-19,2026-07-21,104,25406.01,Approved
PO202607190028,SUP002,Delta Electronics Supply,P0012,2026-07-19,2026-07-29,97,22369.11,Approved
PO202607190028,SUP018,United Consumer Tech,P0166,2026-07-19,2026-07-30,63,1937.49,Open
PO202607190029,SUP017,ElectroHub Egypt,P0213,2026-07-19,2026-07-30,83,2592.39,Received
PO202607190029,SUP015,Digital Gate,P0320,2026-07-19,2026-08-05,50,2176.30,Approved
PO202607190029,SUP017,ElectroHub Egypt,P0272,2026-07-19,2026-08-05,7,1845.66,Approved
PO202607190030,SUP015,Digital Gate,P0135,2026-07-19,2026-07-30,72,9437.15,Received
PO202607190030,SUP009,Arabian Electronics,P0221,2026-07-19,2026-07-23,109,40575.50,Received
PO202607190030,SUP013,North Coast Distribution,P0212,2026-07-19,2026-07-31,94,177.20,Approved
PO202607190031,SUP005,Alex Import & Trade,P0088,2026-07-19,2026-07-29,44,1455.69,Received
PO202607190031,SUP001,Tech Distribution Egypt,P0077,2026-07-19,2026-07-23,40,48247.15,Received
PO202607190031,SUP001,Tech Distribution Egypt,P0286,2026-07-19,2026-07-21,71,12785.20,Approved
PO202607190032,SUP006,Smart Devices MENA,P0117,2026-07-19,2026-08-03,95,1698.38,Approved
PO202607190032,SUP011,Global Accessories Egypt,P0010,2026-07-19,2026-07-30,80,22681.63,Open
PO202607190032,SUP017,ElectroHub Egypt,P0079,2026-07-19,2026-07-23,26,10867.01,Received
PO202607190033,SUP017,ElectroHub Egypt,P0160,2026-07-19,2026-07-25,84,2744.40,Open
PO202607190033,SUP010,Prime IT Supply,P0078,2026-07-19,2026-08-06,80,21989.14,Received
PO202607190033,SUP015,Digital Gate,P0006,2026-07-19,2026-08-05,54,6605.71,Received
PO202607190034,SUP001,Tech Distribution Egypt,P0266,2026-07-19,2026-07-22,67,19158.75,Approved
PO202607190034,SUP009,Arabian Electronics,P0249,2026-07-19,2026-07-28,109,43894.18,Received
PO202607190034,SUP007,HomeTech Distributors,P0108,2026-07-19,2026-08-06,66,10209.94,Approved
PO202607190035,SUP006,Smart Devices MENA,P0190,2026-07-19,2026-07-24,76,18670.52,Open
PO202607190035,SUP012,Canal Trading Co.,P0178,2026-07-19,2026-08-01,97,37576.65,Received
PO202607190035,SUP006,Smart Devices MENA,P0281,2026-07-19,2026-08-01,31,2963.00,Approved
PO202607190036,SUP004,Cairo Digital Trading,P0119,2026-07-19,2026-07-28,73,2202.51,Approved
PO202607190036,SUP012,Canal Trading Co.,P0143,2026-07-19,2026-08-05,37,21841.25,Received
PO202607190036,SUP014,MegaHome Supply,P0033,2026-07-19,2026-07-25,84,26514.54,Received
PO202607190037,SUP009,Arabian Electronics,P0126,2026-07-19,2026-07-28,40,23417.46,Received
PO202607190037,SUP003,Nile Retail Supply,P0042,2026-07-19,2026-07-22,69,5061.84,Approved
PO202607190037,SUP011,Global Accessories Egypt,P0013,2026-07-19,2026-08-05,60,51609.59,Received
PO202607190038,SUP017,ElectroHub Egypt,P0092,2026-07-19,2026-07-29,112,1355.03,Approved
PO202607190038,SUP012,Canal Trading Co.,P0314,2026-07-19,2026-08-08,29,10523.86,Received
PO202607190038,SUP017,ElectroHub Egypt,P0159,2026-07-19,2026-07-25,98,54386.37,Received
PO202607190039,SUP001,Tech Distribution Egypt,P0133,2026-07-19,2026-07-31,105,38786.14,Approved
PO202607190039,SUP016,Pioneer Retail Supplies,P0316,2026-07-19,2026-07-28,47,8622.65,Received
PO202607190039,SUP010,Prime IT Supply,P0281,2026-07-19,2026-08-04,17,3134.82,Open
PO202607190040,SUP011,Global Accessories Egypt,P0310,2026-07-19,2026-07-29,82,9511.44,Received
PO202607190040,SUP005,Alex Import & Trade,P0074,2026-07-19,2026-07-23,82,15984.25,Approved
PO202607190040,SUP016,Pioneer Retail Supplies,P0256,2026-07-19,2026-07-29,83,3258.56,Approved
PO202607190041,SUP015,Digital Gate,P0307,2026-07-19,2026-08-06,91,3460.10,Received
PO202607190041,SUP018,United Consumer Tech,P0170,2026-07-19,2026-08-05,86,13064.40,Received
PO202607190041,SUP010,Prime IT Supply,P0240,2026-07-19,2026-07-27,51,4462.43,Received
PO202607190042,SUP004,Cairo Digital Trading,P0159,2026-07-19,2026-07-27,70,48593.09,Received
PO202607190042,SUP007,HomeTech Distributors,P0100,2026-07-19,2026-07-23,116,9845.56,Received
PO202607190042,SUP007,HomeTech Distributors,P0031,2026-07-19,2026-08-04,118,15464.69,Open
PO202607190043,SUP005,Alex Import & Trade,P0158,2026-07-19,2026-08-08,39,4212.33,Approved
PO202607190043,SUP016,Pioneer Retail Supplies,P0249,2026-07-19,2026-07-30,69,46940.43,Received
PO202607190043,SUP017,ElectroHub Egypt,P0057,2026-07-19,2026-08-08,32,13055.28,Received
PO202607190044,SUP006,Smart Devices MENA,P0100,2026-07-19,2026-08-01,105,9336.70,Approved
PO202607190044,SUP017,ElectroHub Egypt,P0047,2026-07-19,2026-07-22,70,8965.62,Received
PO202607190044,SUP014,MegaHome Supply,P0283,2026-07-19,2026-08-06,118,362.40,Open
PO202607190045,SUP017,ElectroHub Egypt,P0114,2026-07-19,2026-07-22,87,5585.29,Received
PO202607190045,SUP009,Arabian Electronics,P0155,2026-07-19,2026-08-03,28,24383.28,Approved
PO202607190045,SUP012,Canal Trading Co.,P0232,2026-07-19,2026-07-27,114,5013.30,Open
PO202607190046,SUP002,Delta Electronics Supply,P0249,2026-07-19,2026-07-27,79,47782.08,Received
