PurchaseOrderID,SupplierID,SupplierName,ProductID,OrderDate,ExpectedDeliveryDate,Quantity,UnitCost,POStatus
PO202607280000,SUP017,ElectroHub Egypt,P0111,2026-07-28,2026-08-11,114,23426.14,Received
PO202607280000,SUP002,Delta Electronics Supply,P0018,2026-07-28,2026-08-07,16,4260.96,Received
PO202607280000,SUP011,Global Accessories Egypt,P0307,2026-07-28,2026-08-06,104,3540.73,Approved
PO202607280001,SUP008,Future Appliances,P0094,2026-07-28,2026-08-12,65,5451.72,Partial
PO202607280001,SUP016,Pioneer Retail Supplies,P0196,2026-07-28,2026-07-30,15,1852.77,Received
PO202607280001,SUP004,Cairo Digital Trading,P0100,2026-07-28,2026-08-07,117,9626.37,Approved
PO202607280002,SUP006,Smart Devices MENA,P0237,2026-07-28,2026-08-13,39,6707.54,Received
PO202607280002,SUP010,Prime IT Supply,P0177,2026-07-28,2026-08-02,80,66479.34,Approved
PO202607280002,SUP009,Arabian Electronics,P0142,2026-07-28,2026-08-13,71,10800.15,Open
PO202607280003,SUP006,Smart Devices MENA,P0119,2026-07-28,2026-08-03,6,2259.63,Received
PO202607280003,SUP003,Nile Retail Supply,P0211,2026-07-28,2026-08-09,15,3146.65,Approved
PO202607280003,SUP003,Nile Retail Supply,P0169,2026-07-28,2026-08-01,92,45168.98,Received
PO202607280004,SUP010,Prime IT Supply,P0198,2026-07-28,2026-08-07,13,33256.82,Approved
PO202607280004,SUP009,Arabian Electronics,P0158,2026-07-28,2026-08-06,13,4638.67,Open
PO202607280004,SUP008,Future Appliances,P0172,2026-07-28,2026-08-09,49,11969.03,Received
PO202607280005,SUP016,Pioneer Retail Supplies,P0149,2026-07-28,2026-08-16,70,53301.70,Approved
PO202607280005,SUP012,Canal Trading Co.,P0154,2026-07-28,2026-08-14,23,17627.54,Received
PO202607280005,SUP001,Tech Distribution Egypt,P0153,2026-07-28,2026-08-15,95,25328.73,Approved
PO202607280006,SUP005,Alex Import & Trade,P0280,2026-07-28,2026-08-17,117,4460.53,Open
PO202607280006,SUP015,Digital Gate,P0050,2026-07-28,2026-08-07,11,13043.73,Partial
PO202607280006,SUP006,Smart Devices MENA,P0218,2026-07-28,2026-08-17,28,7296.74,Approved
PO202607280007,SUP016,Pioneer Retail Supplies,P0101,2026-07-28,2026-08-06,44,13402.59,Received
