PurchaseOrderID,SupplierID,SupplierName,ProductID,OrderDate,ExpectedDeliveryDate,Quantity,UnitCost,POStatus
PO202607020000,SUP004,Cairo Digital Trading,P0091,2026-07-02,2026-07-14,62,2763.42,Open
PO202607020000,SUP013,North Coast Distribution,P0104,2026-07-02,2026-07-11,107,1600.42,Open
PO202607020000,SUP009,Arabian Electronics,P0176,2026-07-02,2026-07-04,109,1019.18,Received
PO202607020001,SUP003,Nile Retail Supply,P0044,2026-07-02,2026-07-17,80,184.78,Received
PO202607020001,SUP003,Nile Retail Supply,P0286,2026-07-02,2026-07-17,35,12959.86,Approved
PO202607020001,SUP003,Nile Retail Supply,P0315,2026-07-02,2026-07-18,27,1913.78,Partial
PO202607020002,SUP018,United Consumer Tech,P0308,2026-07-02,2026-07-06,86,925.15,Received
PO202607020002,SUP016,Pioneer Retail Supplies,P0318,2026-07-02,2026-07-13,10,32183.72,Received
PO202607020002,SUP015,Digital Gate,P0039,2026-07-02,2026-07-20,68,65811.69,Received
PO202607020003,SUP011,Global Accessories Egypt,P0230,2026-07-02,2026-07-18,86,9682.55,Approved
PO202607020003,SUP017,ElectroHub Egypt,P0202,2026-07-02,2026-07-16,50,10993.93,Approved
PO202607020003,SUP001,Tech Distribution Egypt,P0056,2026-07-02,2026-07-20,81,1239.85,Partial
PO202607020004,SUP010,Prime IT Supply,P0291,2026-07-02,2026-07-12,84,4548.31,Partial
PO202607020004,SUP015,Digital Gate,P0143,2026-07-02,2026-07-06,71,22345.91,Received
PO202607020004,SUP001,Tech Distribution Egypt,P0151,2026-07-02,2026-07-04,72,4006.95,Approved
PO202607020005,SUP008,Future Appliances,P0173,2026-07-02,2026-07-08,39,6156.24,Received
PO202607020005,SUP011,Global Accessories Egypt,P0017,2026-07-02,2026-07-07,45,840.84,Received
PO202607020005,SUP005,Alex Import & Trade,P0071,2026-07-02,2026-07-22,53,4038.50,Received
PO202607020006,SUP017,ElectroHub Egypt,P0168,2026-07-02,2026-07-12,35,2637.22,Open
PO202607020006,SUP010,Prime IT Supply,P0076,2026-07-02,2026-07-04,55,5280.23,Approved
PO202607020006,SUP001,Tech Distribution Egypt,P0251,2026-07-02,2026-07-14,46,27159.89,Received
PO202607020007,SUP010,Prime IT Supply,P0216,2026-07-02,2026-07-17,21,1751.83,Approved
PO202607020007,SUP008,Future Appliances,P0147,2026-07-02,2026-07-14,88,7783.62,Approved
PO202607020007,SUP016,Pioneer Retail Supplies,P0094,2026-07-02,2026-07-14,31,4924.83,Received
PO202607020008,SUP010,Prime IT Supply,P0221,2026-07-02,2026-07-16,90,43718.07,Received
PO202607020008,SUP013,North Coast Distribution,P0261,2026-07-02,2026-07-05,68,3651.54,Open
PO202607020008,SUP017,ElectroHub Egypt,P0263,2026-07-02,2026-07-16,70,5493.46,Received
PO202607020009,SUP017,ElectroHub Egypt,P0179,2026-07-02,2026-07-19,98,29787.75,Received
PO202607020009,SUP010,Prime IT Supply,P0237,02/07/2026,2026-07-12,86,6332.37,Received
PO202607020009,SUP002,Delta Electronics Supply,P0232,2026-07-02,2026-07-10,66,4141.22,Received
PO202607020010,SUP009,Arabian Electronics,P0061,2026-07-02,2026-07-20,33,51898.58,Received
PO202607020010,SUP013,North Coast Distribution,P0222,2026-07-02,2026-07-20,67,32582.66,Received
PO202607020010,SUP016,Pioneer Retail Supplies,P0143,2026-07-02,2026-07-07,18,24097.68,Open
PO202607020011,SUP006,Smart Devices MENA,P0245,2026-07-02,2026-07-04,37,11934.88,Partial
