PurchaseOrderID,SupplierID,SupplierName,ProductID,OrderDate,ExpectedDeliveryDate,Quantity,UnitCost,POStatus
PO202607040000,SUP010,Prime IT Supply,P0101,2026-07-04,2026-07-13,21,15035.02,Partial
PO202607040000,SUP009,Arabian Electronics,P0253,2026-07-04,2026-07-10,67,41328.40,Received
PO202607040000,SUP014,MegaHome Supply,P0279,2026-07-04,2026-07-16,89,14889.14,Received
PO202607040001,SUP008,Future Appliances,P0283,2026-07-04,2026-07-21,8,347.51,Received
PO202607040001,SUP016,Pioneer Retail Supplies,P0319,2026-07-04,2026-07-18,99,9719.54,Received
PO202607040001,SUP005,Alex Import & Trade,P0188,2026-07-04,2026-07-21,70,4256.27,Approved
PO202607040002,SUP016,Pioneer Retail Supplies,P0126,2026-07-04,2026-07-22,70,25051.14,Open
PO202607040002,SUP011,Global Accessories Egypt,P0174,2026-07-04,2026-07-21,93,26822.62,Received
PO202607040002,SUP001,Tech Distribution Egypt,P0277,2026-07-04,2026-07-15,117,47328.90,Partial
PO202607040003,SUP013,North Coast Distribution,P0314,2026-07-04,2026-07-06,109,9961.79,Received
PO202607040003,SUP007,HomeTech Distributors,P0026,2026-07-04,2026-07-22,61,13828.78,Partial
PO202607040003,SUP014,MegaHome Supply,P0319,2026-07-04,2026-07-15,64,10315.41,Received
PO202607040004,SUP009,Arabian Electronics,P0184,2026-07-04,2026-07-15,34,5930.92,Received
PO202607040004,SUP012,Canal Trading Co.,P0102,2026-07-04,2026-07-06,117,32896.55,Approved
PO202607040004,SUP007,HomeTech Distributors,P0312,2026-07-04,2026-07-19,44,701.84,Received
PO202607040005,SUP008,Future Appliances,P0204,2026-07-04,2026-07-24,10,26838.65,Partial
PO202607040005,SUP004,Cairo Digital Trading,P0162,2026-07-04,2026-07-20,48,12884.65,Received
PO202607040005,SUP006,Smart Devices MENA,P0207,2026-07-04,2026-07-17,57,39977.24,Approved
PO202607040006,SUP004,Cairo Digital Trading,P0196,2026-07-04,2026-07-24,27,1930.09,Partial
PO202607040006,SUP018,United Consumer Tech,P0175,2026-07-04,2026-07-15,98,8461.87,Received
PO202607040006,SUP007,HomeTech Distributors,P0046,2026-07-04,2026-07-20,109,17176.87,Open
PO202607040007,SUP018,United Consumer Tech,P0274,2026-07-04,2026-07-15,103,18116.84,Received
PO202607040007,SUP017,ElectroHub Egypt,P0066,2026-07-04,2026-07-08,59,5892.14,Received
PO202607040007,SUP002,Delta Electronics Supply,P0086,2026-07-04,2026-07-06,42,15680.04,Received
PO202607040008,SUP015,Digital Gate,P0234,2026-07-04,2026-07-17,59,7294.01,Received
PO202607040008,SUP018,United Consumer Tech,P0310,2026-07-04,2026-07-19,70,9038.11,Received
PO202607040008,SUP016,Pioneer Retail Supplies,P0199,2026-07-04,2026-07-20,12,12795.78,Approved
PO202607040009,SUP003,Nile Retail Supply,P0208,2026-07-04,2026-07-13,108,4646.34,Received
PO202607040009,SUP011,Global Accessories Egypt,P0303,2026-07-04,2026-07-09,65,11073.77,Partial
PO202607040009,SUP003,Nile Retail Supply,P0273,2026-07-04,2026-07-09,102,14668.46,Open
PO202607040010,SUP012,Canal Trading Co.,P0252,2026-07-04,2026-07-06,67,16377.35,Received
PO202607040010,SUP002,Delta Electronics Supply,P0122,2026-07-04,2026-07-18,98,8355.22,Received
PO202607040010,SUP005,Alex Import & Trade,P0155,2026-07-04,2026-07-23,66,25494.60,Received
PO202607040011,SUP009,Arabian Electronics,P0146,2026-07-04,2026-07-09,35,9043.16,Received
PO202607040011,SUP006,Smart Devices MENA,P0182,2026-07-04,2026-07-13,119,12052.78,Partial
PO202607040011,SUP009,Arabian Electronics,P0074,2026-07-04,2026-07-07,102,15629.94,Open
PO202607040012,SUP001,Tech Distribution Egypt,P0145,2026-07-04,2026-07-13,76,44204.44,Received
PO202607040012,SUP014,MegaHome Supply,P0055,2026-07-04,2026-07-12,92,12283.78,Received
PO202607040012,SUP004,Cairo Digital Trading,P0233,2026-07-04,2026-07-07,92,4603.38,Received
