PurchaseOrderID,SupplierID,SupplierName,ProductID,OrderDate,ExpectedDeliveryDate,Quantity,UnitCost,POStatus
PO202607010000,SUP004,Cairo Digital Trading,P0148,2026-07-01,2026-07-18,112,12088.75,Open
PO202607010000,SUP012,Canal Trading Co.,P0148,2026-07-01,2026-07-06,99,12603.65,Open
PO202607010000,SUP015,Digital Gate,P0103,2026-07-01,2026-07-10,17,2630.26,Open
PO202607010001,SUP014,MegaHome Supply,P0169,2026-07-01,2026-07-12,90,46344.59,Received
PO202607010001,SUP001,Tech Distribution Egypt,P0278,2026-07-01,2026-07-16,107,5407.39,Approved
PO202607010001,SUP011,Global Accessories Egypt,P0071,2026-07-01,2026-07-09,41,3462.86,Received
PO202607010002,SUP003,Nile Retail Supply,P0315,2026-07-01,2026-07-03,64,1628.96,Received
PO202607010002,SUP001,Tech Distribution Egypt,P0024,2026-07-01,2026-07-13,84,2436.43,Received
PO202607010002,SUP009,Arabian Electronics,P0096,2026-07-01,2026-07-07,32,1667.85,Received
PO202607010003,SUP011,Global Accessories Egypt,P0143,2026-07-01,2026-07-08,96,22072.12,Received
PO202607010003,SUP001,Tech Distribution Egypt,P0173,2026-07-01,2026-07-12,94,6281.64,Received
PO202607010003,SUP017,ElectroHub Egypt,P0223,2026-07-01,2026-07-03,19,5702.86,Open
PO202607010004,SUP018,United Consumer Tech,P0019,2026-07-01,2026-07-13,57,3275.71,Approved
PO202607010004,SUP005,Alex Import & Trade,P0280,2026-07-01,2026-07-12,74,4810.91,Open
PO202607010004,SUP014,MegaHome Supply,P0261,2026-07-01,2026-07-09,41,3571.39,Partial
PO202607010005,SUP013,North Coast Distribution,P0225,2026-07-01,2026-07-15,70,40607.19,Received
PO202607010005,SUP014,MegaHome Supply,P0230,2026-07-01,2026-07-19,108,9745.38,Approved
PO202607010005,SUP007,HomeTech Distributors,P0174,2026-07-01,2026-07-13,34,28511.70,Approved
PO202607010006,SUP004,Cairo Digital Trading,P0005,2026-07-01,2026-07-11,29,37108.92,Received
PO202607010006,SUP010,Prime IT Supply,P0311,2026-07-01,2026-07-19,73,14057.76,Received
PO202607010006,SUP003,Nile Retail Supply,P0041,2026-07-01,2026-07-08,67,2352.47,Received
PO202607010007,SUP016,Pioneer Retail Supplies,P0308,2026-07-01,2026-07-14,21,885.89,Received
PO202607010007,SUP001,Tech Distribution Egypt,P0150,2026-07-01,2026-07-15,69,33057.56,Approved
PO202607010007,SUP018,United Consumer Tech,P0005,2026-07-01,2026-07-18,78,35838.13,Approved
PO202607010008,SUP012,Canal Trading Co.,P0201,2026-07-01,2026-07-06,20,55259.06,Approved
PO202607010008,SUP008,Future Appliances,P0311,2026-07-01,2026-07-19,105,12645.97,Open
PO202607010008,SUP004,Cairo Digital Trading,P0099,2026-07-01,2026-07-04,7,7395.68,Approved
PO202607010009,SUP006,Smart Devices MENA,P0060,2026-07-01,2026-07-15,112,14532.79,Received
PO202607010009,SUP003,Nile Retail Supply,P0259,2026-07-01,2026-07-09,30,383.81,Approved
PO202607010009,SUP008,Future Appliances,P0239,2026-07-01,2026-07-14,101,20144.01,Received
