PurchaseOrderID,SupplierID,SupplierName,ProductID,OrderDate,ExpectedDeliveryDate,Quantity,UnitCost,POStatus
PO202607200000,SUP002,Delta Electronics Supply,P0168,2026-07-20,2026-07-26,49,2832.41,Received
PO202607200000,SUP003,Nile Retail Supply,P0188,2026-07-20,2026-08-04,16,3660.64,Approved
PO202607200000,SUP005,Alex Import & Trade,P0292,2026-07-20,2026-08-08,69,10094.87,Open
PO202607200001,SUP016,Pioneer Retail Supplies,P0282,2026-07-20,2026-08-07,115,2856.76,Received
PO202607200001,SUP012,Canal Trading Co.,P0014,2026-07-20,2026-08-09,103,22295.44,Partial
PO202607200001,SUP008,Future Appliances,P0229,2026-07-20,2026-08-06,47,63862.54,Received
PO202607200002,SUP018,United Consumer Tech,P0300,2026-07-20,2026-08-04,104,21338.28,Approved
PO202607200002,SUP010,Prime IT Supply,P0104,2026-07-20,2026-07-22,5,1723.50,Received
PO202607200002,SUP014,MegaHome Supply,P0292,2026-07-20,2026-07-30,99,9468.04,Approved
PO202607200003,SUP018,United Consumer Tech,P0113,2026-07-20,2026-07-25,96,3753.86,Open
PO202607200003,SUP011,Global Accessories Egypt,P0216,2026-07-20,2026-08-02,17,2024.08,Approved
PO202607200003,SUP010,Prime IT Supply,P0171,2026-07-20,2026-07-25,96,4971.86,Received
PO202607200004,SUP008,Future Appliances,P0026,2026-07-20,2026-08-08,54,12946.45,Approved
PO202607200004,SUP012,Canal Trading Co.,P0296,2026-07-20,2026-07-25,84,1580.89,Received
PO202607200004,SUP008,Future Appliances,P0145,2026-07-20,2026-08-07,17,49859.74,Approved
PO202607200005,SUP012,Canal Trading Co.,P0002,2026-07-20,2026-07-25,79,11470.52,Received
PO202607200005,SUP012,Canal Trading Co.,P0188,2026-07-20,2026-08-06,26,3788.60,Received
PO202607200005,SUP007,HomeTech Distributors,P0192,2026-07-20,2026-07-25,29,938.24,Approved
PO202607200006,SUP018,United Consumer Tech,P0174,2026-07-20,2026-07-26,51,28979.69,Approved
PO202607200006,SUP002,Delta Electronics Supply,P0269,2026-07-20,2026-07-25,95,15587.31,Received
PO202607200006,SUP012,Canal Trading Co.,P0314,2026-07-20,2026-07-24,38,9379.44,Partial
PO202607200007,SUP002,Delta Electronics Supply,P0137,2026-07-20,2026-07-28,55,4237.73,Received
PO202607200007,SUP014,MegaHome Supply,P0101,2026-07-20,2026-07-24,74,15203.48,Partial
PO202607200007,SUP014,MegaHome Supply,P0040,2026-07-20,2026-07-31,108,6644.60,Received
PO202607200008,SUP005,Alex Import & Trade,P0173,2026-07-20,2026-07-26,42,6144.80,Received
PO202607200008,SUP005,Alex Import & Trade,P0317,2026-07-20,2026-08-02,109,48699.37,Partial
PO202607200008,SUP009,Arabian Electronics,P0032,2026-07-20,2026-07-24,22,757.22,Approved
PO202607200009,SUP016,Pioneer Retail Supplies,P0260,2026-07-20,2026-07-22,97,2855.34,Open
PO202607200009,SUP003,Nile Retail Supply,P0170,2026-07-20,2026-07-24,111,14781.50,Received
PO202607200009,SUP010,Prime IT Supply,P0262,2026-07-20,2026-08-01,5,14212.63,Received
PO202607200010,SUP014,MegaHome Supply,P0033,2026-07-20,2026-08-02,100,29729.58,Approved
PO202607200010,SUP014,MegaHome Supply,P0153,2026-07-20,2026-08-03,47,27756.71,Received
PO202607200010,SUP015,Digital Gate,P0255,2026-07-20,2026-08-09,93,25946.22,Approved
PO202607200011,SUP002,Delta Electronics Supply,P0292,2026-07-20,2026-07-25,60,9450.89,Received
PO202607200011,SUP018,United Consumer Tech,P0152,2026-07-20,2026-07-26,7,753.23,Open
PO202607200011,SUP009,Arabian Electronics,P0317,2026-07-20,2026-07-25,95,43459.45,Partial
PO202607200012,SUP013,North Coast Distribution,P0203,2026-07-20,2026-08-09,15,29812.82,Open
PO202607200012,SUP010,Prime IT Supply,P0038,2026-07-20,2026-08-06,87,8316.41,Received
PO202607200012,SUP006,Smart Devices MENA,P0204,2026-07-20,2026-08-02,47,28432.64,Received
PO202607200013,SUP008,Future Appliances,P0200,2026-07-20,2026-08-02,23,674.36,Received
PO202607200013,SUP018,United Consumer Tech,P0130,2026-07-20,2026-07-24,33,36107.24,Partial
PO202607200013,SUP011,Global Accessories Egypt,P0175,2026-07-20,2026-07-29,114,8742.96,Received
PO202607200014,SUP007,HomeTech Distributors,P0222,2026-07-20,2026-08-05,101,31344.16,Approved
PO202607200014,SUP013,North Coast Distribution,P0140,2026-07-20,2026-07-22,40,3341.63,Received
PO202607200014,SUP009,Arabian Electronics,P0268,2026-07-20,2026-07-22,48,6659.41,Received
PO202607200015,SUP003,Nile Retail Supply,P0061,2026-07-20,2026-08-03,35,50307.01,Approved
PO202607200015,SUP013,North Coast Distribution,P0032,2026-07-20,2026-07-27,105,728.25,Open
PO202607200015,SUP015,Digital Gate,P0051,2026-07-20,2026-07-30,102,1621.48,Open
PO202607200016,SUP013,North Coast Distribution,P0075,2026-07-20,2026-08-05,41,7204.00,Received
PO202607200016,SUP015,Digital Gate,P0274,2026-07-20,2026-07-25,96,18626.65,Received
PO202607200016,SUP009,Arabian Electronics,P0062,2026-07-20,2026-08-04,72,14547.11,Approved
PO202607200017,SUP010,Prime IT Supply,P0019,2026-07-20,2026-08-08,27,3443.39,Received
PO202607200017,SUP018,United Consumer Tech,P0243,2026-07-20,2026-07-27,14,7597.56,Received
PO202607200017,SUP005,Alex Import & Trade,P0152,2026-07-20,2026-07-22,71,756.02,Approved
PO202607200018,SUP016,Pioneer Retail Supplies,P0307,2026-07-20,2026-07-30,86,3644.52,Received
PO202607200018,SUP010,Prime IT Supply,P0212,2026-07-20,2026-08-09,104,171.86,Approved
PO202607200018,SUP010,Prime IT Supply,P0013,2026-07-20,2026-07-31,67,52048.04,Received
PO202607200019,SUP005,Alex Import & Trade,P0295,2026-07-20,2026-08-01,13,16668.04,Received
PO202607200019,SUP014,MegaHome Supply,P0128,2026-07-20,2026-08-04,68,2037.91,Approved
PO202607200019,SUP001,Tech Distribution Egypt,P0098,2026-07-20,2026-08-09,111,24035.16,Approved
PO202607200020,SUP013,North Coast Distribution,P0016,2026-07-20,2026-07-27,110,6546.90,Received
PO202607200020,SUP006,Smart Devices MENA,P0143,2026-07-20,2026-08-01,19,20600.49,Approved
PO202607200020,SUP001,Tech Distribution Egypt,P0318,2026-07-20,2026-08-07,110,31266.79,Approved
PO202607200021,SUP005,Alex Import & Trade,P0136,2026-07-20,2026-08-08,38,6328.88,Approved
PO202607200021,SUP008,Future Appliances,P0262,2026-07-20,2026-08-06,88,14514.66,Approved
PO202607200021,SUP013,North Coast Distribution,P0099,2026-07-20,2026-07-28,72,6843.93,Open
PO202607200022,SUP008,Future Appliances,P0297,2026-07-20,2026-08-08,68,51923.80,Approved
PO202607200022,SUP002,Delta Electronics Supply,P0252,2026-07-20,2026-07-30,81,15787.82,Open
PO202607200022,SUP018,United Consumer Tech,P0299,2026-07-20,2026-08-05,99,38324.23,Received
PO202607200023,SUP018,United Consumer Tech,P0029,2026-07-20,2026-07-22,107,8507.26,Received
PO202607200023,SUP009,Arabian Electronics,P0145,2026-07-20,2026-08-07,103,46310.45,Approved
