PurchaseOrderID,SupplierID,SupplierName,ProductID,OrderDate,ExpectedDeliveryDate,Quantity,UnitCost,POStatus
PO202607060000,SUP003,Nile Retail Supply,P0307,2026-07-06,2026-07-18,99,3237.08,Partial
PO202607060000,SUP014,MegaHome Supply,P0287,2026-07-06,2026-07-12,95,6876.54,Approved
PO202607060000,SUP007,HomeTech Distributors,P0283,2026-07-06,2026-07-19,32,364.77,Approved
PO202607060001,SUP007,HomeTech Distributors,P0191,2026-07-06,2026-07-18,59,17532.94,Received
PO202607060001,SUP011,Global Accessories Egypt,P0067,2026-07-06,2026-07-24,70,3278.64,Open
PO202607060001,SUP018,United Consumer Tech,P0128,2026-07-06,2026-07-12,21,2019.14,Approved
PO202607060002,SUP012,Canal Trading Co.,P0084,2026-07-06,2026-07-15,99,24939.30,Open
PO202607060002,SUP007,HomeTech Distributors,P0020,2026-07-06,2026-07-22,102,821.31,Approved
PO202607060002,SUP011,Global Accessories Egypt,P0073,2026-07-06,2026-07-11,103,19233.47,Received
PO202607060003,SUP006,Smart Devices MENA,P0192,2026-07-06,2026-07-08,42,1081.34,Received
PO202607060003,SUP013,North Coast Distribution,P0255,2026-07-06,2026-07-10,65,24833.82,Open
PO202607060003,SUP015,Digital Gate,P0056,2026-07-06,2026-07-19,91,1320.84,Approved
PO202607060004,SUP002,Delta Electronics Supply,P0307,2026-07-06,2026-07-11,108,3100.56,Received
PO202607060004,SUP016,Pioneer Retail Supplies,P0181,2026-07-06,2026-07-24,41,29347.04,Received
PO202607060004,SUP006,Smart Devices MENA,P0160,2026-07-06,2026-07-08,91,2688.07,Received
PO202607060005,SUP010,Prime IT Supply,P0046,2026-07-06,2026-07-13,81,14389.93,Received
PO202607060005,SUP001,Tech Distribution Egypt,P0116,2026-07-06,2026-07-14,29,3145.91,Approved
PO202607060005,SUP015,Digital Gate,P0122,2026-07-06,2026-07-25,105,8250.62,Received
PO202607060006,SUP013,North Coast Distribution,P0258,2026-07-06,2026-07-24,12,7709.88,Received
PO202607060006,SUP008,Future Appliances,P0320,2026-07-06,2026-07-21,5,2497.19,Received
PO202607060006,SUP006,Smart Devices MENA,P0180,2026-07-06,2026-07-17,29,7081.56,Received
PO202607060007,SUP003,Nile Retail Supply,P0017,2026-07-06,2026-07-22,46,1002.24,Received
PO202607060007,SUP018,United Consumer Tech,P0196,2026-07-06,2026-07-21,88,2032.18,Received
PO202607060007,SUP010,Prime IT Supply,P0231,2026-07-06,2026-07-12,61,25969.44,Received
PO202607060008,SUP008,Future Appliances,P0194,2026-07-06,2026-07-23,5,22879.83,Partial
PO202607060008,SUP001,Tech Distribution Egypt,P0192,2026-07-06,2026-07-10,12,1029.67,Approved
PO202607060008,SUP016,Pioneer Retail Supplies,P0077,2026-07-06,2026-07-25,10,50671.22,Received
PO202607060009,SUP001,Tech Distribution Egypt,P0057,2026-07-06,2026-07-23,26,13766.44,Open
PO202607060009,SUP003,Nile Retail Supply,P0016,2026-07-06,2026-07-19,37,6188.04,Open
PO202607060009,SUP001,Tech Distribution Egypt,P0175,2026-07-06,2026-07-21,69,8157.31,Approved
PO202607060010,SUP005,Alex Import & Trade,P0070,2026-07-06,2026-07-12,100,8004.08,Received
PO202607060010,SUP017,ElectroHub Egypt,P0136,2026-07-06,2026-07-20,85,6251.46,Open
PO202607060010,SUP010,Prime IT Supply,P0182,2026-07-06,2026-07-26,53,10993.13,Approved
PO202607060011,SUP003,Nile Retail Supply,P0030,2026-07-06,2026-07-24,80,18029.04,Received
PO202607060011,SUP013,North Coast Distribution,P0048,2026-07-06,2026-07-21,14,3204.43,Partial
PO202607060011,SUP005,Alex Import & Trade,P0226,2026-07-06,2026-07-23,34,40191.71,Approved
PO202607060012,SUP015,Digital Gate,P0297,2026-07-06,2026-07-11,56,59550.69,Received
PO202607060012,SUP018,United Consumer Tech,P0032,2026-07-06,2026-07-25,97,657.57,Received
PO202607060012,SUP008,Future Appliances,P0210,2026-07-06,2026-07-13,14,6458.00,Partial
PO202607060013,SUP007,HomeTech Distributors,P0268,2026-07-06,2026-07-15,115,6679.73,Approved
PO202607060013,SUP004,Cairo Digital Trading,P0155,2026-07-06,2026-07-10,13,24643.02,Received
PO202607060013,SUP015,Digital Gate,P0047,2026-07-06,2026-07-18,66,9555.44,Open
PO202607060014,SUP013,North Coast Distribution,P0055,2026-07-06,2026-07-18,78,12324.73,Approved
PO202607060014,SUP018,United Consumer Tech,P0225,2026-07-06,2026-07-09,84,39720.58,Received
PO202607060014,SUP015,Digital Gate,P0294,2026-07-06,2026-07-23,60,16831.37,Approved
PO202607060015,SUP001,Tech Distribution Egypt,P0278,2026-07-06,2026-07-18,111,5411.90,Received
PO202607060015,SUP010,Prime IT Supply,P0253,2026-07-06,2026-07-25,58,39730.23,Partial
PO202607060015,SUP011,Global Accessories Egypt,P0202,2026-07-06,2026-07-08,12,12800.11,Received
PO202607060016,SUP008,Future Appliances,P0227,2026-07-06,2026-07-18,69,17953.07,Approved
PO202607060016,SUP017,ElectroHub Egypt,P0108,2026-07-06,2026-07-10,29,8999.85,Received
PO202607060016,SUP006,Smart Devices MENA,P0068,2026-07-06,2026-07-15,96,3100.32,Received
PO202607060017,SUP009,Arabian Electronics,P0214,2026-07-06,2026-07-10,117,12965.97,Approved
PO202607060017,SUP002,Delta Electronics Supply,P0268,2026-07-06,2026-07-13,108,7086.24,Received
PO202607060017,SUP009,Arabian Electronics,P0001,2026-07-06,2026-07-24,26,55518.75,Received
PO202607060018,SUP018,United Consumer Tech,P0268,2026-07-06,2026-07-17,37,6117.57,Open
PO202607060018,SUP008,Future Appliances,P0079,2026-07-06,2026-07-20,91,10410.07,Received
PO202607060018,SUP008,Future Appliances,P0076,2026-07-06,2026-07-22,27,5860.00,Approved
PO202607060019,SUP004,Cairo Digital Trading,P0103,2026-07-06,2026-07-15,39,2567.84,Approved
PO202607060019,SUP016,Pioneer Retail Supplies,P0074,2026-07-06,2026-07-26,109,14691.50,Received
PO202607060019,SUP003,Nile Retail Supply,P0232,2026-07-06,2026-07-15,61,4745.06,Approved
PO202607060020,SUP015,Digital Gate,P0283,2026-07-06,2026-07-21,25,363.42,Received
PO202607060020,SUP017,ElectroHub Egypt,P0031,2026-07-06,2026-07-18,14,17678.37,Open
PO202607060020,SUP010,Prime IT Supply,P0279,2026-07-06,2026-07-24,95,13989.06,Received
PO202607060021,SUP015,Digital Gate,P0107,2026-07-06,2026-07-16,27,46039.63,Received
PO202607060021,SUP012,Canal Trading Co.,P0301,2026-07-06,2026-07-20,23,59806.95,Approved
PO202607060021,SUP008,Future Appliances,P0128,2026-07-06,2026-07-19,22,2237.18,Received
PO202607060022,SUP002,Delta Electronics Supply,P0273,2026-07-06,2026-07-24,11,14608.65,Partial
PO202607060022,SUP016,Pioneer Retail Supplies,P0056,2026-07-06,2026-07-20,115,1393.20,Open
PO202607060022,SUP009,Arabian Electronics,P0018,2026-07-06,2026-07-20,5,4274.34,Open
PO202607060023,SUP013,North Coast Distribution,P0168,2026-07-06,2026-07-22,45,2960.17,Approved
PO202607060023,SUP015,Digital Gate,P0225,2026-07-06,2026-07-21,84,43579.85,Received
PO202607060023,SUP016,Pioneer Retail Supplies,P0192,2026-07-06,2026-07-17,95,949.40,Received
PO202607060024,SUP011,Global Accessories Egypt,P0026,2026-07-06,2026-07-16,46,12744.09,Approved
PO202607060024,SUP012,Canal Trading Co.,P0035,2026-07-06,2026-07-13,105,10374.27,Approved
PO202607060024,SUP008,Future Appliances,P0088,2026-07-06,2026-07-09,14,1514.28,Approved
