PurchaseOrderID,SupplierID,SupplierName,ProductID,OrderDate,ExpectedDeliveryDate,Quantity,UnitCost,POStatus
PO202607050000,SUP004,Cairo Digital Trading,P0286,2026-07-05,2026-07-17,81,12256.97,Received
PO202607050000,SUP002,Delta Electronics Supply,P0235,2026-07-05,2026-07-23,113,1972.84,Received
PO202607050000,SUP009,Arabian Electronics,P0031,2026-07-05,2026-07-07,115,16200.64,Received
PO202607050001,SUP003,Nile Retail Supply,P0139,2026-07-05,2026-07-13,18,427.12,Open
PO202607050001,SUP009,Arabian Electronics,P0219,2026-07-05,2026-07-15,60,7368.70,Received
PO202607050001,SUP017,ElectroHub Egypt,P0293,2026-07-05,2026-07-08,35,23073.20,Received
PO202607050002,SUP009,Arabian Electronics,P0315,2026-07-05,2026-07-17,98,1664.55,Received
PO202607050002,SUP004,Cairo Digital Trading,P0220,2026-07-05,2026-07-22,28,10903.96,Received
PO202607050002,SUP001,Tech Distribution Egypt,P0120,2026-07-05,2026-07-12,46,2844.19,Received
PO202607050003,SUP005,Alex Import & Trade,P0309,2026-07-05,2026-07-12,28,4785.08,Received
PO202607050003,SUP018,United Consumer Tech,P0224,2026-07-05,2026-07-10,12,1090.78,Open
PO202607050003,SUP015,Digital Gate,P0018,2026-07-05,2026-07-07,37,4707.54,Received
PO202607050004,SUP005,Alex Import & Trade,P0191,2026-07-05,2026-07-19,50,19002.80,Received
PO202607050004,SUP015,Digital Gate,P0079,2026-07-05,2026-07-23,43,11797.50,Received
PO202607050004,SUP005,Alex Import & Trade,P0305,2026-07-05,2026-07-11,27,3347.14,Received
PO202607050005,SUP014,MegaHome Supply,P0238,2026-07-05,2026-07-20,23,11933.96,Received
PO202607050005,SUP012,Canal Trading Co.,P0005,2026-07-05,2026-07-22,33,36514.17,Received
PO202607050005,SUP007,HomeTech Distributors,P0070,2026-07-05,2026-07-12,18,9155.78,Open
PO202607050006,SUP016,Pioneer Retail Supplies,P0290,2026-07-05,2026-07-09,87,3650.57,Approved
