PurchaseOrderID,SupplierID,SupplierName,ProductID,OrderDate,ExpectedDeliveryDate,Quantity,UnitCost,POStatus
PO202607120000,SUP013,North Coast Distribution,P0024,2026-07-12,2026-07-26,118,2247.02,Approved
PO202607120000,SUP012,Canal Trading Co.,P0188,2026-07-12,2026-07-18,69,4077.11,Received
PO202607120000,SUP014,MegaHome Supply,P0301,2026-07-12,2026-07-17,94,54697.62,Approved
PO202607120001,SUP017,ElectroHub Egypt,P0271,2026-07-12,2026-07-31,24,14313.33,Received
PO202607120001,SUP006,Smart Devices MENA,P0009,2026-07-12,2026-07-30,96,51633.04,Approved
PO202607120001,SUP017,ElectroHub Egypt,P0287,2026-07-12,2026-07-29,83,6298.25,Partial
PO202607120002,SUP004,Cairo Digital Trading,P0100,2026-07-12,2026-07-16,116,10218.13,Approved
PO202607120002,SUP007,HomeTech Distributors,P0247,2026-07-12,2026-08-01,110,8822.97,Approved
PO202607120002,SUP005,Alex Import & Trade,P0268,2026-07-12,2026-07-30,102,6338.32,Received
PO202607120003,SUP006,Smart Devices MENA,P0161,2026-07-12,2026-07-31,88,2963.18,Received
PO202607120003,SUP017,ElectroHub Egypt,P0240,2026-07-12,2026-07-14,43,4164.55,Approved
PO202607120003,SUP004,Cairo Digital Trading,P0274,2026-07-12,2026-07-27,17,19286.28,Partial
PO202607120004,SUP006,Smart Devices MENA,P0194,2026-07-12,2026-07-28,40,24872.46,Approved
PO202607120004,SUP008,Future Appliances,P0051,2026-07-12,2026-07-28,76,1470.16,Received
PO202607120004,SUP012,Canal Trading Co.,P0226,2026-07-12,2026-07-27,15,38077.95,Approved
PO202607120005,SUP018,United Consumer Tech,P0131,2026-07-12,2026-07-21,79,14953.60,Approved
PO202607120005,SUP005,Alex Import & Trade,P0252,2026-07-12,2026-07-15,92,17367.87,Received
PO202607120005,SUP013,North Coast Distribution,P0213,2026-07-12,2026-07-18,111,2217.62,Received
PO202607120006,SUP015,Digital Gate,P0079,2026-07-12,2026-07-20,41,10108.34,Received
PO202607120006,SUP004,Cairo Digital Trading,P0132,2026-07-12,2026-07-23,112,13022.44,Open
PO202607120006,SUP001,Tech Distribution Egypt,P0049,2026-07-12,2026-08-01,47,18830.35,Received
PO202607120007,SUP001,Tech Distribution Egypt,P0101,2026-07-12,2026-07-27,25,15931.67,Received
PO202607120007,SUP018,United Consumer Tech,P0311,2026-07-12,2026-07-23,50,12836.89,Open
PO202607120007,SUP017,ElectroHub Egypt,P0209,2026-07-12,2026-07-28,17,1414.89,Approved
