PurchaseOrderID,SupplierID,SupplierName,ProductID,OrderDate,ExpectedDeliveryDate,Quantity,UnitCost,POStatus
PO202607210000,SUP004,Cairo Digital Trading,P0005,2026-07-21,2026-08-04,119,34613.47,Received
PO202607210000,SUP014,MegaHome Supply,P0090,2026-07-21,2026-07-25,48,768.61,Approved
PO202607210000,SUP005,Alex Import & Trade,P0124,2026-07-21,2026-08-05,103,699.23,Received
PO202607210001,SUP012,Canal Trading Co.,P0166,2026-07-21,2026-07-25,16,1833.75,Approved
PO202607210001,SUP010,Prime IT Supply,P0064,2026-07-21,2026-07-29,28,2557.50,Approved
PO202607210001,SUP009,Arabian Electronics,P0302,2026-07-21,2026-08-03,73,37531.99,Received
PO202607210002,SUP013,North Coast Distribution,P0283,2026-07-21,2026-08-04,85,375.90,Approved
PO202607210002,SUP011,Global Accessories Egypt,P0004,2026-07-21,2026-07-28,53,10817.29,Received
PO202607210002,SUP018,United Consumer Tech,P0192,2026-07-21,2026-08-06,82,912.43,Approved
PO202607210003,SUP009,Arabian Electronics,P0111,2026-07-21,2026-07-27,26,21799.88,Open
PO202607210003,SUP009,Arabian Electronics,P0211,2026-07-21,2026-07-27,14,3618.36,Received
PO202607210003,SUP005,Alex Import & Trade,P0298,2026-07-21,2026-08-01,68,11069.05,Open
PO202607210004,SUP001,Tech Distribution Egypt,P0250,2026-07-21,2026-08-06,19,37411.50,Open
PO202607210004,SUP013,North Coast Distribution,P0268,2026-07-21,2026-08-05,87,6848.49,Approved
PO202607210004,SUP005,Alex Import & Trade,P0028,2026-07-21,2026-07-25,5,10118.01,Approved
PO202607210005,SUP011,Global Accessories Egypt,P0110,2026-07-21,2026-08-05,60,38252.15,Open
PO202607210005,SUP014,MegaHome Supply,P0148,2026-07-21,2026-08-02,93,13170.77,Open
PO202607210005,SUP015,Digital Gate,P0212,2026-07-21,2026-07-29,29,158.73,Received
PO202607210006,SUP003,Nile Retail Supply,P0050,2026-07-21,2026-08-05,10,12721.29,Received
PO202607210006,SUP015,Digital Gate,P0310,2026-07-21,2026-08-03,84,9543.11,Received
