PurchaseOrderID,SupplierID,SupplierName,ProductID,OrderDate,ExpectedDeliveryDate,Quantity,UnitCost,POStatus
PO202607160000,SUP007,HomeTech Distributors,P0220,2026-07-16,2026-08-03,43,10857.41,Received
PO202607160000,SUP009,Arabian Electronics,P0237,2026-07-16,2026-07-18,35,6128.76,Open
PO202607160000,SUP015,Digital Gate,P0162,2026-07-16,2026-07-19,113,10873.52,Approved
PO202607160001,SUP014,MegaHome Supply,P0113,2026-07-16,2026-07-29,66,4214.59,Approved
PO202607160001,SUP001,Tech Distribution Egypt,P0184,2026-07-16,2026-07-24,106,5532.50,Approved
PO202607160001,SUP011,Global Accessories Egypt,P0258,2026-07-16,2026-07-27,118,7339.01,Received
PO202607160002,SUP006,Smart Devices MENA,P0298,2026-07-16,2026-07-22,30,11168.05,Open
PO202607160002,SUP017,ElectroHub Egypt,P0162,2026-07-16,2026-08-05,90,11835.17,Open
PO202607160002,SUP004,Cairo Digital Trading,P0169,2026-07-16,2026-08-04,17,43117.87,Open
PO202607160003,SUP002,Delta Electronics Supply,P0013,2026-07-16,2026-07-25,27,53771.58,Open
PO202607160003,SUP003,Nile Retail Supply,P0312,2026-07-16,2026-07-24,41,617.41,Partial
PO202607160003,SUP010,Prime IT Supply,P0004,2026-07-16,2026-08-02,48,12478.42,Received
PO202607160004,SUP003,Nile Retail Supply,P0281,2026-07-16,2026-07-25,112,3238.50,Open
PO202607160004,SUP013,North Coast Distribution,P0095,2026-07-16,2026-07-31,29,22493.99,Received
PO202607160004,SUP018,United Consumer Tech,P0169,2026-07-16,2026-07-25,78,48991.38,Open
PO202607160005,SUP015,Digital Gate,P0052,2026-07-16,2026-07-30,9,11206.91,Partial
PO202607160005,SUP004,Cairo Digital Trading,P0242,2026-07-16,2026-07-24,50,10259.16,Partial
PO202607160005,SUP014,MegaHome Supply,P0094,2026-07-16,2026-07-24,32,5419.06,Received
PO202607160006,SUP015,Digital Gate,P0174,2026-07-16,2026-07-25,28,27893.90,Approved
PO202607160006,SUP011,Global Accessories Egypt,P0297,2026-07-16,2026-07-24,97,51683.46,Approved
PO202607160006,SUP010,Prime IT Supply,P0239,2026-07-16,2026-07-28,20,21111.50,Approved
PO202607160007,SUP008,Future Appliances,P0110,2026-07-16,2026-07-31,76,35748.59,Open
PO202607160007,SUP012,Canal Trading Co.,P0109,2026-07-16,2026-07-21,106,59213.24,Received
PO202607160007,SUP017,ElectroHub Egypt,P0113,2026-07-16,2026-07-26,7,3914.51,Approved
PO202607160008,SUP015,Digital Gate,P0064,2026-07-16,2026-07-29,47,2493.66,Open
PO202607160008,SUP003,Nile Retail Supply,P0261,2026-07-16,2026-07-30,14,3722.67,Open
PO202607160008,SUP007,HomeTech Distributors,P0051,2026-07-16,2026-07-22,68,1677.38,Approved
PO202607160009,SUP016,Pioneer Retail Supplies,P0255,2026-07-16,2026-08-02,91,24675.94,Open
PO202607160009,SUP010,Prime IT Supply,P0298,2026-07-16,2026-08-03,85,11021.44,Approved
PO202607160009,SUP006,Smart Devices MENA,P0020,2026-07-16,2026-08-03,22,765.62,Received
PO202607160010,SUP012,Canal Trading Co.,P0291,2026-07-16,2026-07-24,25,4744.20,Approved
PO202607160010,SUP018,United Consumer Tech,P0272,2026-07-16,2026-07-26,58,1522.72,Received
PO202607160010,SUP010,Prime IT Supply,P0022,2026-07-16,2026-07-20,36,4088.14,Approved
