PurchaseOrderID,SupplierID,SupplierName,ProductID,OrderDate,ExpectedDeliveryDate,Quantity,UnitCost,POStatus
PO202607110000,SUP001,Tech Distribution Egypt,P0278,2026-07-11,2026-07-31,10,4704.95,Received
PO202607110000,SUP015,Digital Gate,P0318,2026-07-11,2026-07-31,43,34440.07,Received
PO202607110000,SUP002,Delta Electronics Supply,P0060,2026-07-11,2026-07-28,56,16041.55,Received
PO202607110001,SUP005,Alex Import & Trade,P0062,2026-07-11,2026-07-15,36,13722.50,Open
PO202607110001,SUP014,MegaHome Supply,P0193,2026-07-11,2026-07-29,96,27413.65,Received
PO202607110001,SUP009,Arabian Electronics,P0181,2026-07-11,2026-07-22,52,29572.09,Approved
PO202607110002,SUP007,HomeTech Distributors,P0203,2026-07-11,2026-07-22,118,27593.41,Received
PO202607110002,SUP006,Smart Devices MENA,P0190,2026-07-11,2026-07-26,32,16787.75,Received
PO202607110002,SUP009,Arabian Electronics,P0094,2026-07-11,2026-07-20,86,5519.59,Partial
PO202607110003,SUP016,Pioneer Retail Supplies,P0220,2026-07-11,2026-07-29,12,11427.00,Received
PO202607110003,SUP008,Future Appliances,P0006,2026-07-11,2026-07-22,106,6248.29,Received
PO202607110003,SUP003,Nile Retail Supply,P0309,2026-07-11,2026-07-25,53,4219.47,Received
PO202607110004,SUP013,North Coast Distribution,P0290,2026-07-11,2026-07-25,99,3638.03,Approved
PO202607110004,SUP016,Pioneer Retail Supplies,P0150,2026-07-11,2026-07-16,59,31577.84,Received
PO202607110004,SUP009,Arabian Electronics,P0114,2026-07-11,2026-07-28,48,4814.69,Received
PO202607110005,SUP015,Digital Gate,P0105,2026-07-11,2026-07-28,12,38734.29,Approved
PO202607110005,SUP018,United Consumer Tech,P0262,2026-07-11,2026-07-14,75,15233.87,Received
PO202607110005,SUP013,North Coast Distribution,P0240,2026-07-11,2026-07-22,39,4060.27,Approved
PO202607110006,SUP017,ElectroHub Egypt,P0001,2026-07-11,2026-07-25,29,52156.29,Open
PO202607110006,SUP008,Future Appliances,P0141,2026-07-11,2026-07-15,12,3492.11,Received
PO202607110006,SUP009,Arabian Electronics,P0112,2026-07-11,2026-07-18,92,5539.92,Partial
PO202607110007,SUP010,Prime IT Supply,P0241,2026-07-11,2026-07-18,45,54912.94,Partial
PO202607110007,SUP016,Pioneer Retail Supplies,P0057,2026-07-11,2026-07-19,47,13166.00,Open
PO202607110007,SUP015,Digital Gate,P0167,2026-07-11,2026-07-20,46,12126.99,Approved
PO202607110008,SUP009,Arabian Electronics,P0263,2026-07-11,2026-07-20,32,5011.23,Received
PO202607110008,SUP003,Nile Retail Supply,P0069,2026-07-11,2026-07-16,40,5177.77,Approved
PO202607110008,SUP014,MegaHome Supply,P0162,2026-07-11,2026-07-18,73,11550.13,Open
PO202607110009,SUP007,HomeTech Distributors,P0079,2026-07-11,2026-07-21,16,10282.60,Received
PO202607110009,SUP010,Prime IT Supply,P0164,2026-07-11,2026-07-23,86,3368.90,Open
PO202607110009,SUP009,Arabian Electronics,P0058,2026-07-11,2026-07-28,17,11914.46,Open
PO202607110010,SUP013,North Coast Distribution,P0286,2026-07-11,2026-07-22,98,12428.94,Approved
PO202607110010,SUP017,ElectroHub Egypt,P0060,2026-07-11,2026-07-22,45,15680.69,Open
PO202607110010,SUP005,Alex Import & Trade,P0072,2026-07-11,2026-07-20,35,3711.06,Open
PO202607110011,SUP004,Cairo Digital Trading,P0215,2026-07-11,2026-07-20,97,14782.94,Received
PO202607110011,SUP011,Global Accessories Egypt,P0232,2026-07-11,2026-07-14,112,4675.01,Received
PO202607110011,SUP006,Smart Devices MENA,P0140,2026-07-11,2026-07-21,111,2955.46,Received
PO202607110012,SUP015,Digital Gate,P0209,2026-07-11,2026-07-25,102,1386.32,Received
PO202607110012,SUP001,Tech Distribution Egypt,P0126,2026-07-11,2026-07-20,10,25741.04,Received
PO202607110012,SUP011,Global Accessories Egypt,P0042,2026-07-11,2026-07-14,10,4443.36,Open
