PurchaseOrderID,SupplierID,SupplierName,ProductID,OrderDate,ExpectedDeliveryDate,Quantity,UnitCost,POStatus
PO202607310000,SUP012,Canal Trading Co.,P0181,2026-07-31,2026-08-06,73,25807.71,Received
PO202607310000,SUP012,Canal Trading Co.,P0266,2026-07-31,2026-08-08,92,18796.73,Received
PO202607310000,SUP002,Delta Electronics Supply,P0068,2026-07-31,2026-08-17,76,3189.80,Approved
PO202607310001,SUP003,Nile Retail Supply,P0119,2026-07-31,2026-08-06,55,2114.59,Received
PO202607310001,SUP009,Arabian Electronics,P0283,2026-07-31,2026-08-13,16,358.75,Received
PO202607310001,SUP009,Arabian Electronics,P0183,2026-07-31,2026-08-07,118,12259.69,Received
PO202607310002,SUP007,HomeTech Distributors,P0075,2026-07-31,2026-08-03,61,6683.05,Received
PO202607310002,SUP013,North Coast Distribution,P0069,2026-07-31,2026-08-12,67,5312.14,Approved
PO202607310002,SUP015,Digital Gate,P0177,2026-07-31,2026-08-20,110,60466.27,Received
PO202607310003,SUP016,Pioneer Retail Supplies,P0267,2026-07-31,2026-08-13,50,2831.84,Received
PO202607310003,SUP005,Alex Import & Trade,P0312,2026-07-31,2026-08-12,39,692.93,Received
PO202607310003,SUP017,ElectroHub Egypt,P0250,2026-07-31,2026-08-17,93,37040.91,Approved
PO202607310004,SUP010,Prime IT Supply,P0319,2026-07-31,2026-08-20,19,10550.87,Received
PO202607310004,SUP017,ElectroHub Egypt,P0204,2026-07-31,2026-08-18,54,29069.57,Received
PO202607310004,SUP018,United Consumer Tech,P0112,2026-07-31,2026-08-04,119,6642.12,Approved
PO202607310005,SUP007,HomeTech Distributors,P0005,2026-07-31,2026-08-15,42,33133.04,Partial
PO202607310005,SUP005,Alex Import & Trade,P0061,2026-07-31,2026-08-02,8,49283.35,Approved
PO202607310005,SUP010,Prime IT Supply,P0314,2026-07-31,2026-08-19,44,9988.62,Received
PO202607310006,SUP003,Nile Retail Supply,P0056,2026-07-31,2026-08-15,89,1308.23,Open
PO202607310006,SUP002,Delta Electronics Supply,P0080,2026-07-31,2026-08-12,80,1347.23,Approved
PO202607310006,SUP017,ElectroHub Egypt,P0266,2026-07-31,2026-08-02,102,20439.86,Open
PO202607310007,SUP010,Prime IT Supply,P0181,2026-07-31,2026-08-17,104,27462.30,Received
PO202607310007,SUP005,Alex Import & Trade,P0158,2026-07-31,2026-08-19,62,4873.01,Received
PO202607310007,SUP015,Digital Gate,P0315,2026-07-31,2026-08-18,75,1915.76,Received
PO202607310008,SUP001,Tech Distribution Egypt,P0100,2026-07-31,2026-08-17,94,10409.97,Open
PO202607310008,SUP004,Cairo Digital Trading,P0172,2026-07-31,2026-08-05,44,12286.97,Approved
PO202607310008,SUP012,Canal Trading Co.,P0266,2026-07-31,2026-08-13,9,20638.48,Received
PO202607310009,SUP012,Canal Trading Co.,P0206,2026-07-31,2026-08-06,28,26984.26,Approved
PO202607310009,SUP013,North Coast Distribution,P0113,2026-07-31,2026-08-19,94,3557.36,Open
PO202607310009,SUP013,North Coast Distribution,P0015,2026-07-31,2026-08-07,32,36474.53,Open
PO202607310010,SUP007,HomeTech Distributors,P0281,2026-07-31,2026-08-15,106,3406.02,Open
PO202607310010,SUP013,North Coast Distribution,P0084,2026-07-31,2026-08-14,13,25685.81,Received
PO202607310010,SUP008,Future Appliances,P0229,2026-07-31,2026-08-18,95,62165.87,Approved
PO202607310011,SUP007,HomeTech Distributors,P0255,2026-07-31,2026-08-16,75,24007.87,Received
PO202607310011,SUP018,United Consumer Tech,P0230,2026-07-31,2026-08-05,22,8590.96,Approved
PO202607310011,SUP006,Smart Devices MENA,P0265,2026-07-31,2026-08-05,32,56699.26,Received
PO202607310012,SUP015,Digital Gate,P0279,2026-07-31,2026-08-13,38,14492.20,Approved
PO202607310012,SUP017,ElectroHub Egypt,P0005,2026-07-31,2026-08-11,91,38099.80,Partial
PO202607310012,SUP004,Cairo Digital Trading,P0112,2026-07-31,2026-08-11,51,6300.11,Received
PO202607310013,SUP007,HomeTech Distributors,P0116,2026-07-31,2026-08-18,93,3768.63,Received
PO202607310013,SUP009,Arabian Electronics,P0254,2026-07-31,2026-08-18,42,36589.15,Open
PO202607310013,SUP011,Global Accessories Egypt,P0104,2026-07-31,2026-08-06,93,1755.86,Received
PO202607310014,SUP018,United Consumer Tech,P0277,2026-07-31,2026-08-15,92,51720.01,Received
PO202607310014,SUP008,Future Appliances,P0202,2026-07-31,2026-08-03,112,10590.00,Approved
PO202607310014,SUP017,ElectroHub Egypt,P0254,2026-07-31,2026-08-09,83,35196.81,Received
PO202607310015,SUP011,Global Accessories Egypt,P0241,2026-07-31,2026-08-18,22,63932.44,Received
PO202607310015,SUP017,ElectroHub Egypt,P0060,2026-07-31,2026-08-14,81,15169.52,Received
PO202607310015,SUP001,Tech Distribution Egypt,P0064,2026-07-31,2026-08-09,35,2692.60,Approved
PO202607310016,SUP001,Tech Distribution Egypt,P0147,2026-07-31,2026-08-05,22,7042.80,Received
PO202607310016,SUP005,Alex Import & Trade,P0221,2026-07-31,2026-08-17,66,48989.09,Approved
PO202607310016,SUP004,Cairo Digital Trading,P0302,2026-07-31,2026-08-12,19,41490.71,Received
PO202607310017,SUP005,Alex Import & Trade,P0234,2026-07-31,2026-08-10,51,8381.01,Received
PO202607310017,SUP005,Alex Import & Trade,P0139,2026-07-31,2026-08-11,85,423.65,Received
PO202607310017,SUP001,Tech Distribution Egypt,P0122,2026-07-31,2026-08-14,101,8466.87,Received
PO202607310018,SUP007,HomeTech Distributors,P0287,2026-07-31,2026-08-14,39,6628.86,Received
PO202607310018,SUP007,HomeTech Distributors,P0217,2026-07-31,2026-08-04,54,34616.84,Open
PO202607310018,SUP003,Nile Retail Supply,P0076,2026-07-31,2026-08-05,58,5985.98,Open
PO202607310019,SUP005,Alex Import & Trade,P0248,2026-07-31,2026-08-18,80,2387.72,Approved
PO202607310019,SUP011,Global Accessories Egypt,P0065,2026-07-31,2026-08-15,49,4807.49,Approved
PO202607310019,SUP001,Tech Distribution Egypt,P0231,2026-07-31,2026-08-04,104,26574.29,Received
PO202607310020,SUP008,Future Appliances,P0295,2026-07-31,2026-08-07,66,14019.45,Partial
PO202607310020,SUP003,Nile Retail Supply,P0305,2026-07-31,2026-08-12,103,2778.75,Received
PO202607310020,SUP015,Digital Gate,P0199,2026-07-31,2026-08-17,77,12637.95,Open
PO202607310021,SUP010,Prime IT Supply,P0107,2026-07-31,2026-08-02,92,42175.95,Approved
PO202607310021,SUP001,Tech Distribution Egypt,P0126,2026-07-31,2026-08-07,74,25987.23,Approved
PO202607310021,SUP016,Pioneer Retail Supplies,P0002,2026-07-31,2026-08-04,117,10903.42,Approved
PO202607310022,SUP009,Arabian Electronics,P0105,2026-07-31,2026-08-02,45,42006.17,Received
PO202607310022,SUP001,Tech Distribution Egypt,P0069,2026-07-31,2026-08-11,107,4780.70,Received
PO202607310022,SUP016,Pioneer Retail Supplies,P0135,2026-07-31,2026-08-17,96,8387.29,Approved
PO202607310023,SUP008,Future Appliances,P0034,2026-07-31,2026-08-15,34,23617.82,Open
PO202607310023,SUP007,HomeTech Distributors,P0029,2026-07-31,2026-08-06,15,9205.08,Partial
PO202607310023,SUP001,Tech Distribution Egypt,P0269,2026-07-31,2026-08-13,47,17209.74,Partial
PO202607310024,SUP014,MegaHome Supply,P0294,2026-07-31,2026-08-10,115,15119.47,Received
PO202607310024,SUP001,Tech Distribution Egypt,P0108,2026-07-31,2026-08-10,98,10342.94,Received
PO202607310024,SUP017,ElectroHub Egypt,P0061,2026-07-31,2026-08-15,100,49116.12,Open
PO202607310025,SUP009,Arabian Electronics,P0203,2026-07-31,2026-08-09,13,27025.89,Received
PO202607310025,SUP004,Cairo Digital Trading,P0106,2026-07-31,2026-08-06,99,12843.11,Received
PO202607310025,SUP015,Digital Gate,P0225,2026-07-31,2026-08-15,117,43719.98,Open
PO202607310026,SUP009,Arabian Electronics,P0256,2026-07-31,2026-08-16,100,3665.43,Open
PO202607310026,SUP016,Pioneer Retail Supplies,P0298,2026-07-31,2026-08-19,20,10022.49,Received
PO202607310026,SUP017,ElectroHub Egypt,P0121,2026-07-31,2026-08-04,22,44260.33,Partial
PO202607310027,SUP011,Global Accessories Egypt,P0026,2026-07-31,2026-08-08,33,14369.13,Open
