PurchaseOrderID,SupplierID,SupplierName,ProductID,OrderDate,ExpectedDeliveryDate,Quantity,UnitCost,POStatus
PO202607150000,SUP017,ElectroHub Egypt,P0041,2026-07-15,2026-07-28,21,2406.81,Received
PO202607150000,SUP008,Future Appliances,P0113,2026-07-15,2026-07-27,63,3942.32,Received
PO202607150000,SUP014,MegaHome Supply,P0006,2026-07-15,2026-07-25,44,7418.61,Approved
PO202607150001,SUP003,Nile Retail Supply,P0312,2026-07-15,2026-07-28,60,729.83,Received
PO202607150001,SUP004,Cairo Digital Trading,P0183,2026-07-15,2026-07-26,92,11208.86,Approved
PO202607150001,SUP008,Future Appliances,P0061,2026-07-15,2026-07-21,27,50276.04,Received
PO202607150002,SUP009,Arabian Electronics,P0258,2026-07-15,2026-08-03,96,8079.91,Received
PO202607150002,SUP013,North Coast Distribution,P0245,2026-07-15,2026-07-26,93,12106.68,Received
PO202607150002,SUP004,Cairo Digital Trading,P0124,2026-07-15,2026-07-27,22,664.37,Received
PO202607150003,SUP015,Digital Gate,P0200,2026-07-15,2026-07-18,100,623.75,Received
PO202607150003,SUP017,ElectroHub Egypt,P0038,2026-07-15,2026-08-01,89,8178.68,Approved
PO202607150003,SUP014,MegaHome Supply,P0309,2026-07-15,2026-07-28,92,4826.73,Approved
PO202607150004,SUP008,Future Appliances,P0015,2026-07-15,2026-07-26,85,36758.97,Received
PO202607150004,SUP016,Pioneer Retail Supplies,P0132,2026-07-15,2026-07-18,118,12041.63,Open
PO202607150004,SUP015,Digital Gate,P0180,2026-07-15,2026-07-24,93,7402.14,Approved
PO202607150005,SUP004,Cairo Digital Trading,P0065,2026-07-15,2026-07-23,64,4596.05,Approved
PO202607150005,SUP001,Tech Distribution Egypt,P0065,2026-07-15,2026-07-21,55,4909.43,Open
PO202607150005,SUP005,Alex Import & Trade,P0240,2026-07-15,2026-07-25,17,3886.04,Approved
PO202607150006,SUP012,Canal Trading Co.,P0058,2026-07-15,2026-07-19,37,10443.48,Received
PO202607150006,SUP015,Digital Gate,P0072,2026-07-15,2026-07-24,64,3815.07,Open
PO202607150006,SUP015,Digital Gate,P0032,2026-07-15,2026-07-29,84,672.54,Received
PO202607150007,SUP005,Alex Import & Trade,P0255,2026-07-15,2026-07-23,28,25443.90,Open
PO202607150007,SUP006,Smart Devices MENA,P0057,2026-07-15,2026-07-29,95,14558.43,Open
PO202607150007,SUP016,Pioneer Retail Supplies,P0156,2026-07-15,2026-08-02,93,35819.03,Approved
